destination_name,origin_name,2019,2020,2021,2022
HR,AT,793.0,531.0,697.0,1184.0
GB,EE,792.0,364.0,359.0,649.0
SI,GB,784.0,150.0,166.0,911.0
CZ,TR,784.0,228.0,609.0,1058.0
GB,SI,782.0,156.0,152.0,521.0
NO,RU,775.0,199.0,141.0,32.0
FR,HR,774.0,462.0,672.0,1248.0
CH,HR,767.0,507.0,631.0,986.0
BE,LV,765.0,272.0,304.0,415.0
HU,FI,756.0,232.0,247.0,516.0
TR,NO,753.0,351.0,503.0,858.0
AT,HR,751.0,470.0,642.0,1003.0
IL,HU,746.0,188.0,608.0,1418.0
LV,BE,744.0,251.0,288.0,480.0
PT,RU,743.0,151.0,115.0,60.0
HR,NL,742.0,537.0,1079.0,690.0
FI,AT,738.0,302.0,352.0,802.0
DK,RU,737.0,187.0,144.0,33.0
RO,TR,733.0,323.0,1228.0,1720.0
NL,IL,731.0,261.0,557.0,1377.0
EE,GB,728.0,352.0,363.0,646.0
PT,FI,723.0,132.0,155.0,509.0
AT,FI,722.0,292.0,370.0,816.0
IE,IS,722.0,319.0,229.0,334.0
AT,NO,722.0,218.0,235.0,519.0
HU,IE,722.0,329.0,376.0,583.0
RU,DK,721.0,180.0,162.0,32.0
FI,IS,715.0,147.0,32.0,198.0
HU,DK,714.0,234.0,396.0,822.0
SK,CZ,707.0,671.0,912.0,1174.0
CZ,UA,706.0,543.0,767.0,145.0
RU,PT,706.0,154.0,125.0,35.0
BG,RU,706.0,39.0,482.0,139.0
RU,BG,702.0,18.0,444.0,139.0
LV,FR,701.0,247.0,430.0,589.0
FI,PT,701.0,121.0,162.0,505.0
FR,LV,700.0,320.0,433.0,522.0
DE,LT,699.0,812.0,1535.0,2292.0
UA,CZ,698.0,554.0,780.0,144.0
IS,FI,697.0,145.0,30.0,201.0
CZ,SK,696.0,645.0,862.0,1118.0
UA,IL,694.0,440.0,985.0,175.0
RU,NO,694.0,166.0,167.0,33.0
GR,RS,690.0,228.0,410.0,632.0
IS,IE,687.0,294.0,221.0,328.0
FR,MT,684.0,789.0,1260.0,1818.0
PT,HU,682.0,304.0,329.0,572.0
DE,SK,679.0,757.0,816.0,1018.0
IL,BE,677.0,500.0,866.0,1442.0
NO,GR,676.0,21.0,148.0,643.0
EE,DK,675.0,268.0,185.0,374.0
IL,RO,672.0,88.0,384.0,1310.0
PL,CZ,670.0,790.0,1313.0,2709.0
NL,IS,667.0,244.0,286.0,506.0
NO,HU,665.0,202.0,122.0,452.0
RO,GR,665.0,382.0,608.0,1008.0
CH,IL,660.0,417.0,637.0,1479.0
CZ,PL,660.0,825.0,1303.0,2794.0
DK,EE,657.0,270.0,179.0,400.0
RS,NL,656.0,280.0,401.0,1067.0
IS,NL,654.0,214.0,312.0,511.0
SK,DE,652.0,672.0,831.0,1010.0
HR,BE,646.0,324.0,477.0,499.0
AT,LV,646.0,388.0,387.0,496.0
BE,IL,642.0,1002.0,1038.0,1518.0
GB,RS,642.0,335.0,378.0,693.0
IT,SK,641.0,195.0,291.0,539.0
LV,AT,635.0,364.0,375.0,608.0
NL,RS,635.0,272.0,577.0,1095.0
GR,UA,632.0,126.0,244.0,15.0
AT,HU,631.0,542.0,768.0,1317.0
RS,GB,628.0,268.0,254.0,659.0
HU,AT,627.0,508.0,744.0,1349.0
TR,PT,626.0,285.0,502.0,913.0
LV,CH,626.0,224.0,232.0,265.0
LV,ES,625.0,150.0,434.0,603.0
CY,GR,621.0,1116.0,1717.0,3619.0
HU,TR,621.0,176.0,648.0,1208.0
HU,PT,621.0,304.0,330.0,539.0
PL,LV,617.0,370.0,596.0,816.0
LU,DK,616.0,180.0,158.0,443.0
IE,CZ,615.0,197.0,179.0,515.0
AT,BG,615.0,157.0,799.0,1307.0
DK,LU,615.0,181.0,174.0,444.0
SE,RS,614.0,349.0,505.0,696.0
BE,HR,614.0,319.0,458.0,677.0
SK,IT,613.0,171.0,283.0,528.0
LV,PL,613.0,323.0,441.0,946.0
NO,PT,611.0,97.0,122.0,583.0
HU,NO,605.0,173.0,133.0,451.0
RS,SE,599.0,300.0,373.0,690.0
TR,FI,596.0,230.0,324.0,721.0
IL,CZ,594.0,81.0,396.0,748.0
NL,HR,594.0,508.0,1048.0,939.0
HU,IL,594.0,285.0,665.0,1458.0
IE,SE,592.0,234.0,307.0,458.0
CZ,IE,592.0,192.0,179.0,503.0
HR,RU,591.0,157.0,454.0,42.0
SE,IS,590.0,154.0,156.0,291.0
RO,IL,587.0,134.0,457.0,1415.0
ES,LV,585.0,184.0,560.0,532.0
HU,GR,584.0,291.0,428.0,817.0
SE,IE,582.0,229.0,319.0,472.0
IS,SE,582.0,137.0,169.0,330.0
RS,GR,577.0,202.0,359.0,745.0
PL,IS,573.0,316.0,279.0,402.0
RO,CH,568.0,388.0,688.0,967.0
TR,IE,567.0,196.0,350.0,600.0
PT,CZ,565.0,158.0,350.0,646.0
HR,IT,565.0,416.0,892.0,835.0
IS,BE,559.0,397.0,330.0,433.0
CZ,PT,559.0,159.0,346.0,638.0
CH,RO,559.0,357.0,669.0,977.0
ES,IS,559.0,77.0,183.0,492.0
CZ,IL,556.0,164.0,498.0,880.0
UA,NL,551.0,560.0,1038.0,144.0
IS,CH,550.0,89.0,183.0,278.0
RO,RU,546.0,92.0,125.0,31.0
UA,GR,545.0,127.0,286.0,21.0
PT,NO,545.0,104.0,118.0,579.0
AT,RS,535.0,433.0,1030.0,1552.0
RU,HR,534.0,133.0,419.0,58.0
CY,TR,534.0,560.0,2886.0,5046.0
PL,RO,534.0,285.0,603.0,1180.0
CZ,NO,527.0,95.0,105.0,416.0
RO,PL,527.0,266.0,635.0,1210.0
BE,IS,525.0,418.0,332.0,415.0
MT,ES,524.0,367.0,642.0,755.0
IS,ES,522.0,77.0,196.0,461.0
NO,EE,522.0,191.0,182.0,319.0
CH,IS,520.0,77.0,143.0,228.0
CZ,LV,513.0,196.0,190.0,289.0
LV,CZ,508.0,179.0,184.0,333.0
HU,UA,503.0,309.0,183.0,56.0
UA,KZ,502.0,240.0,208.0,21.0
NO,CZ,501.0,119.0,109.0,420.0
IS,PL,496.0,236.0,285.0,397.0
TR,HR,495.0,188.0,353.0,213.0
LV,LT,491.0,881.0,1074.0,1521.0
CH,LV,488.0,250.0,272.0,220.0
GR,IE,487.0,207.0,214.0,354.0
BG,BG,485.0,243.0,1638.0,1662.0
NO,IE,483.0,116.0,85.0,320.0
MT,BE,478.0,345.0,360.0,412.0
LT,DK,478.0,378.0,747.0,1382.0
TR,SI,476.0,132.0,161.0,363.0
IE,LV,467.0,276.0,313.0,338.0
KZ,UA,466.0,228.0,210.0,18.0
KZ,DE,464.0,277.0,205.0,44.0
UA,HU,460.0,181.0,109.0,39.0
UA,BE,459.0,121.0,36.0,20.0
LV,IE,459.0,281.0,316.0,363.0
BG,AT,451.0,107.0,774.0,1369.0
LT,IT,450.0,252.0,482.0,816.0
CY,RU,450.0,274.0,1490.0,166.0
TR,BG,449.0,61.0,508.0,767.0
LU,LU,446.0,471.0,221.0,205.0
BE,UA,445.0,108.0,39.0,21.0
IE,NO,441.0,128.0,87.0,325.0
DK,LT,437.0,303.0,743.0,1344.0
LT,SE,436.0,88.0,325.0,738.0
RU,RO,429.0,93.0,113.0,30.0
UA,UA,427.0,1637.0,2337.0,168.0
NL,UA,423.0,485.0,1019.0,143.0
EE,NO,422.0,194.0,189.0,319.0
CY,IL,414.0,276.0,1220.0,2361.0
MT,MT,414.0,931.0,1077.0,1049.0
AT,SI,408.0,454.0,715.0,705.0
IE,TR,404.0,193.0,464.0,558.0
LT,PL,401.0,793.0,962.0,1757.0
MT,CH,398.0,253.0,429.0,532.0
IE,GR,397.0,168.0,243.0,422.0
SI,AT,396.0,346.0,551.0,628.0
IT,HR,393.0,429.0,915.0,951.0
RS,AT,393.0,214.0,588.0,1523.0
RO,HU,392.0,171.0,237.0,745.0
SI,RU,389.0,108.0,153.0,48.0
NO,TR,389.0,112.0,418.0,799.0
IE,FI,389.0,119.0,158.0,400.0
RO,CZ,388.0,156.0,240.0,434.0
IE,LU,385.0,127.0,144.0,349.0
FI,IE,384.0,124.0,161.0,400.0
RU,GE,381.0,1.0,8.0,79.0
IT,LT,381.0,193.0,502.0,814.0
IE,RU,378.0,79.0,51.0,17.0
GR,SK,376.0,65.0,123.0,269.0
RU,SI,376.0,116.0,152.0,46.0
CZ,RO,372.0,173.0,234.0,409.0
MT,PL,369.0,283.0,520.0,741.0
HR,PL,367.0,303.0,383.0,743.0
UA,CH,366.0,341.0,595.0,136.0
IT,BG,366.0,34.0,1042.0,1768.0
PL,BG,366.0,228.0,634.0,818.0
ES,HR,364.0,80.0,162.0,482.0
LU,IE,363.0,124.0,130.0,370.0
HR,DK,363.0,228.0,307.0,370.0
LT,NO,361.0,496.0,588.0,831.0
PL,HR,360.0,262.0,323.0,624.0
IT,SI,359.0,419.0,634.0,880.0
IE,SK,356.0,139.0,149.0,311.0
HR,ES,354.0,73.0,145.0,356.0
RU,IE,353.0,69.0,45.0,15.0
CH,UA,352.0,313.0,602.0,140.0
TR,LV,349.0,53.0,131.0,247.0
SK,GR,346.0,81.0,130.0,254.0
BE,EE,345.0,104.0,123.0,272.0
BG,PL,344.0,285.0,751.0,924.0
RU,LT,343.0,255.0,414.0,27.0
BE,MT,342.0,314.0,337.0,372.0
RS,RS,341.0,180.0,248.0,810.0
UA,DK,340.0,208.0,244.0,39.0
SE,UA,339.0,89.0,40.0,17.0
UA,SE,336.0,110.0,38.0,21.0
SK,IE,334.0,137.0,149.0,316.0
HU,RO,333.0,124.0,228.0,541.0
DK,UA,329.0,196.0,249.0,40.0
MT,NL,326.0,266.0,247.0,365.0
DK,HR,326.0,227.0,290.0,368.0
MT,AT,324.0,292.0,357.0,415.0
NL,EE,324.0,181.0,248.0,378.0
GR,PT,321.0,104.0,104.0,257.0
RO,SE,320.0,249.0,244.0,364.0
PL,TR,319.0,455.0,695.0,948.0
IL,IL,318.0,793.0,2625.0,1904.0
TR,EE,315.0,53.0,131.0,264.0
LT,RU,314.0,1763.0,2643.0,3835.0
SE,RO,312.0,251.0,241.0,354.0
RU,SK,311.0,100.0,50.0,9.0
ES,MT,310.0,331.0,628.0,714.0
RU,BY,310.0,2153.0,2362.0,4311.0
FI,TR,307.0,126.0,407.0,725.0
BG,IT,306.0,21.0,995.0,1722.0
EE,NL,304.0,176.0,254.0,377.0
SK,RU,302.0,105.0,41.0,9.0
SI,IT,298.0,386.0,558.0,738.0
PT,GR,296.0,97.0,106.0,283.0
GR,CY,294.0,1289.0,1468.0,1844.0
LT,LT,293.0,2044.0,3133.0,3493.0
LT,NL,291.0,366.0,396.0,767.0
SI,NL,285.0,77.0,125.0,557.0
LU,HU,284.0,175.0,271.0,323.0
TR,LU,283.0,132.0,197.0,240.0
SE,LT,282.0,22.0,327.0,754.0
CY,DE,276.0,525.0,1009.0,1941.0
HR,SE,274.0,22.0,155.0,322.0
SK,UA,273.0,105.0,173.0,46.0
SI,CH,272.0,154.0,287.0,843.0
UA,SK,272.0,102.0,171.0,42.0
RU,CY,271.0,250.0,1629.0,169.0
NL,BG,271.0,87.0,538.0,851.0
IT,EE,271.0,96.0,271.0,606.0
TR,MT,268.0,193.0,327.0,444.0
CH,MT,263.0,217.0,411.0,530.0
GR,LU,261.0,110.0,197.0,223.0
SI,BE,257.0,163.0,306.0,543.0
PT,TR,255.0,70.0,444.0,838.0
SK,BE,252.0,55.0,113.0,192.0
PL,LU,250.0,146.0,184.0,390.0
RS,TR,244.0,377.0,1108.0,1689.0
RS,HU,243.0,227.0,210.0,100.0
IL,BG,242.0,49.0,328.0,618.0
CH,SI,239.0,151.0,271.0,523.0
LU,PL,239.0,140.0,185.0,382.0
LU,GR,239.0,81.0,171.0,251.0
PL,MT,238.0,271.0,493.0,738.0
GR,LV,238.0,49.0,102.0,76.0
RO,IE,237.0,217.0,306.0,594.0
BE,SK,235.0,63.0,114.0,182.0
EE,PL,235.0,483.0,720.0,1248.0
EE,IT,234.0,99.0,277.0,584.0
BG,TR,234.0,34.0,546.0,745.0
IL,PT,234.0,26.0,108.0,425.0
IL,CY,233.0,233.0,1143.0,2386.0
SK,AT,232.0,199.0,316.0,772.0
NL,SI,232.0,50.0,123.0,159.0
IE,RO,232.0,188.0,304.0,605.0
BE,SI,231.0,136.0,296.0,322.0
LV,GR,229.0,56.0,107.0,140.0
PL,EE,227.0,480.0,706.0,1243.0
PL,RS,227.0,136.0,227.0,504.0
AT,SK,226.0,192.0,347.0,819.0
SK,ES,218.0,61.0,138.0,189.0
DK,RS,218.0,79.0,139.0,251.0
AT,MT,215.0,276.0,331.0,367.0
RS,PL,215.0,115.0,196.0,514.0
BE,BG,213.0,42.0,381.0,559.0
NO,LT,210.0,370.0,578.0,862.0
LT,FR,209.0,217.0,281.0,558.0
RS,DK,208.0,77.0,105.0,242.0
LT,IE,206.0,289.0,426.0,672.0
BG,NL,201.0,78.0,543.0,819.0
AT,IS,199.0,80.0,69.0,118.0
PT,RO,199.0,110.0,157.0,257.0
CZ,BG,199.0,92.0,257.0,382.0
EE,FR,197.0,74.0,190.0,395.0
FR,EE,197.0,86.0,186.0,412.0
BG,IL,195.0,67.0,343.0,632.0
IS,AT,193.0,72.0,75.0,124.0
PT,IL,192.0,74.0,131.0,486.0
FR,BG,191.0,36.0,516.0,814.0
LT,ES,191.0,207.0,294.0,545.0
HR,IE,190.0,57.0,94.0,320.0
LV,IS,190.0,84.0,109.0,80.0
PL,LT,189.0,645.0,972.0,1780.0
FR,SI,189.0,159.0,335.0,776.0
ES,RS,189.0,95.0,156.0,544.0
IE,LT,187.0,252.0,426.0,653.0
SI,RS,186.0,157.0,257.0,544.0
IL,RS,186.0,81.0,91.0,100.0
NL,LT,185.0,317.0,394.0,756.0
SI,FR,185.0,143.0,307.0,1053.0
SK,FR,184.0,76.0,105.0,219.0
MT,HU,182.0,149.0,237.0,301.0
ES,SK,182.0,68.0,139.0,167.0
NL,MT,182.0,219.0,202.0,338.0
CY,AT,181.0,278.0,401.0,916.0
HR,TR,180.0,65.0,387.0,292.0
LT,AT,179.0,111.0,118.0,194.0
RS,SI,178.0,110.0,108.0,524.0
AT,EE,178.0,147.0,135.0,219.0
FR,SK,178.0,69.0,106.0,229.0
EE,AT,178.0,149.0,134.0,218.0
IS,LV,178.0,81.0,104.0,74.0
SK,PL,178.0,166.0,142.0,378.0
DK,RO,177.0,167.0,292.0,463.0
MT,SE,177.0,42.0,50.0,36.0
PL,SK,175.0,140.0,138.0,362.0
UA,EE,172.0,83.0,244.0,48.0
LT,BE,172.0,62.0,157.0,239.0
LT,EE,172.0,190.0,128.0,505.0
EE,UA,171.0,75.0,258.0,48.0
BY,RU,170.0,1813.0,2282.0,4377.0
SI,TR,169.0,22.0,178.0,363.0
BA,DE,169.0,50.0,115.0,194.0
BG,BE,167.0,51.0,346.0,501.0
IE,HR,166.0,56.0,92.0,410.0
RS,IL,165.0,128.0,99.0,137.0
SE,HR,164.0,18.0,138.0,234.0
EE,LT,162.0,164.0,120.0,524.0
LT,FI,161.0,179.0,248.0,1156.0
RS,BE,160.0,75.0,64.0,110.0
BG,ES,158.0,15.0,618.0,938.0
BE,RS,156.0,79.0,135.0,107.0
MT,IE,156.0,194.0,173.0,214.0
LV,HU,156.0,56.0,79.0,169.0
RO,DK,155.0,158.0,298.0,475.0
HR,NO,154.0,11.0,35.0,173.0
IT,IS,154.0,67.0,163.0,322.0
RS,ES,154.0,71.0,117.0,530.0
IL,LV,153.0,7.0,62.0,81.0
CY,PL,153.0,219.0,590.0,944.0
EE,BE,153.0,83.0,165.0,277.0
RO,PT,152.0,92.0,155.0,242.0
IS,IT,152.0,62.0,178.0,366.0
LU,BE,151.0,120.0,236.0,270.0
TR,GE,148.0,17.0,177.0,959.0
BE,LU,148.0,124.0,223.0,233.0
MT,TR,147.0,49.0,344.0,392.0
LV,IL,146.0,13.0,64.0,107.0
SI,PL,145.0,122.0,251.0,415.0
HU,LV,145.0,55.0,76.0,130.0
GR,EE,144.0,9.0,49.0,76.0
GB,KZ,144.0,70.0,45.0,19.0
IS,HU,143.0,49.0,44.0,92.0
PL,SI,141.0,128.0,253.0,411.0
MT,RU,138.0,35.0,26.0,3.0
TR,LT,138.0,62.0,302.0,492.0
NO,HR,137.0,8.0,38.0,185.0
LU,CZ,137.0,32.0,26.0,173.0
IE,MT,134.0,190.0,164.0,207.0
MT,DK,134.0,63.0,150.0,198.0
DE,CY,133.0,496.0,945.0,1612.0
HR,RS,133.0,289.0,358.0,321.0
HR,CZ,132.0,139.0,211.0,189.0
ES,BG,131.0,10.0,629.0,1008.0
SE,MT,130.0,44.0,47.0,40.0
HU,IS,128.0,49.0,50.0,90.0
PT,UA,127.0,60.0,140.0,37.0
CZ,HR,125.0,107.0,165.0,142.0
UA,PT,122.0,52.0,135.0,31.0
FR,LT,122.0,176.0,269.0,511.0
ES,LT,121.0,186.0,295.0,566.0
BG,FR,119.0,28.0,530.0,808.0
DK,MT,119.0,75.0,137.0,181.0
LV,TR,118.0,16.0,118.0,247.0
SI,CZ,118.0,107.0,162.0,179.0
FI,SI,118.0,6.0,11.0,14.0
HR,FI,117.0,6.0,8.0,166.0
PT,HR,117.0,8.0,72.0,28.0
BG,CZ,116.0,97.0,285.0,464.0
HR,PT,115.0,6.0,68.0,24.0
IL,FI,115.0,5.0,27.0,124.0
EE,GR,114.0,8.0,45.0,68.0
RS,HR,114.0,195.0,134.0,236.0
BG,GR,112.0,7.0,298.0,473.0
DK,BG,112.0,12.0,141.0,247.0
CZ,LU,111.0,30.0,31.0,172.0
PT,LV,111.0,37.0,97.0,81.0
SI,FI,110.0,4.0,11.0,13.0
BE,LT,109.0,33.0,161.0,242.0
AT,LT,108.0,63.0,109.0,195.0
CY,CH,107.0,203.0,294.0,597.0
CZ,SI,106.0,108.0,166.0,190.0
FI,LT,105.0,150.0,250.0,1125.0
NO,RS,105.0,74.0,172.0,315.0
EE,TR,104.0,5.0,126.0,227.0
NL,SK,104.0,29.0,45.0,154.0
GI,GB,104.0,230.0,470.0,1146.0
CY,NL,104.0,76.0,150.0,279.0
LV,PT,103.0,31.0,91.0,93.0
RU,MT,103.0,32.0,38.0,1.0
GR,BG,103.0,10.0,282.0,359.0
MT,IL,99.0,44.0,43.0,70.0
SE,IL,98.0,22.0,11.0,82.0
CY,BE,97.0,138.0,150.0,121.0
CY,IT,96.0,75.0,274.0,590.0
CY,RO,96.0,71.0,191.0,390.0
MT,RS,96.0,39.0,52.0,127.0
SK,NL,95.0,31.0,46.0,157.0
RS,NO,94.0,62.0,131.0,310.0
LU,TR,94.0,9.0,189.0,239.0
IL,SE,93.0,18.0,11.0,80.0
BA,SE,92.0,33.0,166.0,95.0
IL,DK,91.0,14.0,30.0,84.0
HU,SK,91.0,34.0,99.0,129.0
FI,HR,90.0,1.0,4.0,163.0
MT,PT,90.0,142.0,181.0,157.0
BA,BE,89.0,24.0,23.0,35.0
SK,CH,89.0,92.0,98.0,116.0
LT,UA,89.0,196.0,666.0,106.0
MT,LV,87.0,34.0,76.0,53.0
IL,NO,86.0,59.0,72.0,106.0
GR,SI,86.0,29.0,71.0,68.0
DK,IL,85.0,27.0,32.0,95.0
IS,CZ,84.0,37.0,42.0,80.0
CH,SK,84.0,96.0,104.0,134.0
IS,RU,83.0,28.0,47.0,20.0
IL,HR,83.0,16.0,12.0,27.0
SI,GR,83.0,32.0,64.0,69.0
GR,HR,82.0,50.0,51.0,129.0
HR,SI,81.0,127.0,317.0,253.0
MT,RO,80.0,33.0,87.0,192.0
KZ,LV,79.0,3.0,8.0,1.0
IL,MT,79.0,20.0,32.0,62.0
HU,MT,79.0,121.0,170.0,270.0
MT,GR,78.0,91.0,141.0,230.0
HR,IL,78.0,27.0,22.0,48.0
RO,FI,78.0,40.0,72.0,69.0
UA,LT,77.0,181.0,660.0,111.0
CZ,IS,77.0,40.0,38.0,56.0
UA,IE,76.0,54.0,72.0,17.0
SI,DK,75.0,9.0,15.0,40.0
LT,GR,74.0,43.0,115.0,255.0
DK,SI,74.0,8.0,11.0,15.0
ES,EE,73.0,26.0,86.0,193.0
LT,TR,73.0,76.0,315.0,415.0
PL,CY,71.0,206.0,547.0,913.0
GR,MT,70.0,108.0,138.0,194.0
RU,IS,70.0,19.0,16.0,11.0
IE,UA,70.0,56.0,72.0,21.0
RS,UA,70.0,88.0,211.0,29.0
EE,ES,70.0,22.0,94.0,185.0
RS,MT,69.0,37.0,37.0,136.0
GR,LT,69.0,51.0,92.0,181.0
CZ,RS,68.0,70.0,124.0,221.0
HR,GR,67.0,74.0,61.0,225.0
UA,RS,67.0,87.0,204.0,26.0
RS,RO,65.0,74.0,173.0,453.0
BA,RS,65.0,73.0,104.0,29.0
BG,FI,64.0,3.0,3.0,6.0
LT,IL,64.0,32.0,68.0,193.0
MT,CZ,64.0,57.0,85.0,84.0
HU,RS,64.0,53.0,64.0,109.0
BG,RO,63.0,133.0,744.0,501.0
SK,HU,63.0,34.0,101.0,98.0
BG,DK,63.0,38.0,150.0,250.0
MT,LU,63.0,83.0,117.0,113.0
RO,BG,62.0,16.0,485.0,439.0
IT,CY,62.0,69.0,287.0,552.0
CY,SE,61.0,18.0,170.0,510.0
IE,EE,61.0,17.0,53.0,84.0
CH,BG,61.0,7.0,256.0,458.0
LV,MT,60.0,26.0,60.0,55.0
FI,RO,59.0,32.0,74.0,71.0
BG,CH,59.0,20.0,264.0,440.0
FI,RS,59.0,17.0,1.0,6.0
CY,HU,58.0,74.0,205.0,372.0
RS,CZ,58.0,62.0,90.0,211.0
LU,MT,58.0,75.0,111.0,109.0
NO,IL,56.0,7.0,9.0,8.0
IL,SI,56.0,3.0,10.0,53.0
DE,GE,56.0,20.0,61.0,323.0
RO,HR,56.0,15.0,25.0,39.0
CZ,MT,56.0,53.0,79.0,84.0
PT,MT,56.0,126.0,168.0,152.0
NL,KZ,55.0,64.0,95.0,35.0
CY,MT,55.0,13.0,97.0,233.0
NO,RO,54.0,105.0,92.0,134.0
RO,CY,54.0,58.0,203.0,339.0
CY,BG,54.0,10.0,190.0,256.0
FR,KZ,53.0,29.0,13.0,4.0
DE,BY,53.0,800.0,262.0,1.0
RS,FI,53.0,19.0,2.0,5.0
KZ,GB,52.0,53.0,46.0,18.0
NL,CY,52.0,55.0,136.0,224.0
EE,IE,51.0,17.0,59.0,81.0
IL,LT,51.0,25.0,64.0,185.0
SE,LU,51.0,131.0,158.0,209.0
MT,SK,50.0,23.0,57.0,82.0
FI,IL,49.0,7.0,33.0,115.0
RO,RS,48.0,53.0,181.0,455.0
BY,DE,48.0,817.0,269.0,2.0
HR,RO,47.0,18.0,36.0,46.0
RO,NO,47.0,102.0,92.0,93.0
CH,CY,45.0,200.0,312.0,604.0
CY,LV,44.0,76.0,124.0,115.0
TR,SK,43.0,12.0,15.0,69.0
GE,TR,42.0,1.0,168.0,524.0
LU,SE,42.0,130.0,151.0,225.0
BG,SK,42.0,6.0,34.0,175.0
AT,CY,42.0,243.0,468.0,910.0
IE,IL,41.0,37.0,52.0,60.0
SK,TR,41.0,11.0,12.0,26.0
HU,LU,41.0,53.0,91.0,203.0
HU,SI,41.0,40.0,65.0,65.0
CY,UA,39.0,70.0,541.0,53.0
SI,IL,39.0,5.0,14.0,58.0
MT,UA,39.0,9.0,10.0,8.0
SI,HR,39.0,82.0,228.0,193.0
SI,HU,39.0,44.0,73.0,74.0
HR,SK,39.0,69.0,143.0,156.0
SK,MT,39.0,22.0,57.0,87.0
SK,SI,38.0,22.0,53.0,46.0
CY,IE,38.0,25.0,53.0,50.0
BG,NO,38.0,1.0,4.0,33.0
HR,HU,38.0,37.0,77.0,62.0
BE,CY,37.0,60.0,90.0,113.0
IE,BG,36.0,19.0,155.0,236.0
SK,BG,36.0,13.0,19.0,164.0
BG,CY,36.0,5.0,186.0,255.0
HR,LV,36.0,13.0,33.0,46.0
UA,RU,35.0,2278.0,332.0,7.0
CH,KZ,34.0,15.0,28.0,3.0
SI,SK,34.0,19.0,44.0,47.0
CY,SK,34.0,34.0,93.0,197.0
IL,IE,33.0,23.0,36.0,59.0
MT,EE,33.0,11.0,16.0,82.0
RU,AZ,33.0,7.0,11.0,13.0
ES,KZ,32.0,31.0,60.0,4.0
KZ,CH,32.0,21.0,27.0,7.0
IT,KZ,32.0,48.0,14.0,2.0
BG,IE,31.0,33.0,174.0,243.0
LV,CY,31.0,76.0,128.0,133.0
UA,MT,31.0,6.0,16.0,9.0
IL,SK,30.0,8.0,15.0,11.0
LU,KZ,30.0,10.0,9.0,1.0
LT,CZ,30.0,30.0,58.0,59.0
ES,SI,30.0,20.0,60.0,45.0
RU,LU,30.0,316.0,43.0,6.0
UA,NO,29.0,33.0,71.0,8.0
HU,HR,28.0,31.0,60.0,62.0
MT,LT,28.0,3.0,66.0,90.0
MT,CY,28.0,10.0,89.0,206.0
SK,HR,28.0,42.0,102.0,148.0
CY,EE,28.0,21.0,47.0,8.0
IL,GE,28.0,11.0,35.0,224.0
LU,RU,28.0,73.0,74.0,8.0
BG,HU,28.0,10.0,95.0,163.0
RO,MT,28.0,25.0,73.0,182.0
PK,PK,28.0,7.0,103.0,30.0
LU,BG,27.0,21.0,24.0,19.0
CY,FR,26.0,28.0,214.0,428.0
CY,DK,26.0,109.0,160.0,456.0
CY,CZ,26.0,41.0,97.0,246.0
MT,FI,26.0,3.0,7.0,3.0
BY,PL,26.0,380.0,271.0,6.0
HR,UA,26.0,96.0,219.0,8.0
RU,UA,26.0,2367.0,477.0,2.0
PL,BY,25.0,373.0,274.0,11.0
CY,RS,25.0,111.0,209.0,401.0
TR,AZ,25.0,8.0,15.0,37.0
AZ,RU,25.0,2.0,2.0,17.0
EE,CH,24.0,16.0,111.0,230.0
NO,UA,24.0,52.0,75.0,8.0
NO,MT,23.0,3.0,7.0,17.0
FR,BY,23.0,388.0,99.0,1.0
UA,CY,23.0,62.0,569.0,54.0
HU,CY,23.0,67.0,200.0,352.0
CY,FI,23.0,24.0,28.0,159.0
IT,BY,23.0,295.0,131.0,2.0
HU,BG,23.0,6.0,87.0,149.0
MT,NO,23.0,2.0,6.0,17.0
SK,CY,22.0,35.0,88.0,172.0
KZ,IT,22.0,8.0,8.0,1.0
CY,LT,22.0,61.0,96.0,120.0
LU,SK,22.0,8.0,32.0,25.0
BY,FR,22.0,385.0,97.0,5.0
CH,EE,21.0,16.0,105.0,226.0
LT,MT,21.0,17.0,61.0,87.0
EE,CY,21.0,17.0,45.0,14.0
PT,IS,21.0,4.0,8.0,43.0
SK,RO,20.0,51.0,32.0,41.0
GR,IS,20.0,6.0,10.0,8.0
IE,CY,20.0,24.0,39.0,35.0
CY,CY,20.0,332.0,1071.0,1266.0
AT,BY,20.0,240.0,132.0,14.0
UA,FI,19.0,81.0,81.0,3.0
LT,IS,19.0,12.0,6.0,59.0
BA,AT,19.0,6.0,23.0,60.0
SK,LU,19.0,7.0,33.0,26.0
BY,IT,19.0,287.0,132.0,4.0
CZ,EE,19.0,27.0,32.0,29.0
SK,SE,19.0,27.0,47.0,40.0
UA,HR,18.0,80.0,211.0,7.0
LV,GE,18.0,6.0,12.0,101.0
IS,PT,18.0,9.0,8.0,36.0
RS,SK,18.0,18.0,22.0,38.0
SI,ES,18.0,15.0,59.0,46.0
SK,LV,17.0,19.0,9.0,13.0
FI,MT,16.0,6.0,2.0,1.0
SK,RS,16.0,14.0,33.0,39.0
BG,LV,16.0,2.0,6.0,9.0
LT,HU,15.0,21.0,33.0,135.0
RO,SK,15.0,7.0,25.0,44.0
BY,AT,15.0,185.0,69.0,2.0
SK,IL,15.0,10.0,16.0,8.0
SI,IS,15.0,4.0,3.0,6.0
SE,CY,14.0,16.0,153.0,498.0
