REPORTER_LAB,PARTNER_LAB,PRODUCT,PRODUCT_LAB,FLOW_LAB,STAT_PROCEDURE_LAB,PERIOD_LAB,INDICATORS_LAB,INDICATOR_VALUE
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",76,"ALUMINIUM AND ARTICLES THEREOF","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",210413
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",81,"OTHER BASE METALS; CERMETS; ARTICLES THEREOF","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",258
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",81,"OTHER BASE METALS; CERMETS; ARTICLES THEREOF","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",476124
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",82,"TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",264312
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",82,"TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",41715
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",83,"MISCELLANEOUS ARTICLES OF BASE METAL","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",3216158
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",83,"MISCELLANEOUS ARTICLES OF BASE METAL","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",4161893
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",4704
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",3273
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",71,"NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",66526
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",71,"NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",79454
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",6457242
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",12471230
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",12387749
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",4793751
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",718361
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",2532357
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",29,"ORGANIC CHEMICALS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",5475274
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",29,"ORGANIC CHEMICALS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",13090845
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",30,"PHARMACEUTICAL PRODUCTS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",5953
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",30,"PHARMACEUTICAL PRODUCTS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",10917
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",31,"FERTILISERS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",1655279
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",31,"FERTILISERS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",22871993
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",25266
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",3991748
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",272286
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",107346
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",13150
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",10285
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",35,"ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",84727
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",35,"ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",21164
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",37,"PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",1228
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",38,"MISCELLANEOUS CHEMICAL PRODUCTS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",198030
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",38,"MISCELLANEOUS CHEMICAL PRODUCTS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",918209
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",10,"CEREALS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",2134876978
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",10,"CEREALS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",545300528
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",12,"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",39914599
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",12,"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",5283992
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",1512,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",403540728
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",1512,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",422553329
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",6076600
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",108687121
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",26,"ORES, SLAG AND ASH","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",1441034
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",26,"ORES, SLAG AND ASH","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",52131009
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",44,"WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",31797454
"Spain (incl. Canary Islands 'XB' from 1997)","Ukraine",44,"WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",26405595
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",2709,"Petroleum oils and oils obtained from bituminous minerals, crude","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",1520536399
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",2710,"Petroleum oils and oils obtained from bituminous minerals (excl. crude); preparations containing >= 70% by weight of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, n.e.s.; waste oils containing mainly petroleum or bituminous minerals","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",97564338
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",2710,"Petroleum oils and oils obtained from bituminous minerals (excl. crude); preparations containing >= 70% by weight of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, n.e.s.; waste oils containing mainly petroleum or bituminous minerals","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",2106985396
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",2711,"Petroleum gas and other gaseous hydrocarbons","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",2330958185
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",2711,"Petroleum gas and other gaseous hydrocarbons","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",1192183568
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",187877391
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",72,"IRON AND STEEL","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",53171908
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",72,"IRON AND STEEL","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",276656889
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",73,"ARTICLES OF IRON OR STEEL","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",3174
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",73,"ARTICLES OF IRON OR STEEL","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",4882655
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",74,"COPPER AND ARTICLES THEREOF","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",54844659
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",74,"COPPER AND ARTICLES THEREOF","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",1493797
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",75,"NICKEL AND ARTICLES THEREOF","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",1916028
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",75,"NICKEL AND ARTICLES THEREOF","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",3198708
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",76,"ALUMINIUM AND ARTICLES THEREOF","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",103307869
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",76,"ALUMINIUM AND ARTICLES THEREOF","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",52204829
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",79,"ZINC AND ARTICLES THEREOF","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",675919
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",79,"ZINC AND ARTICLES THEREOF","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",19818016
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",81,"OTHER BASE METALS; CERMETS; ARTICLES THEREOF","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",3838883
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",81,"OTHER BASE METALS; CERMETS; ARTICLES THEREOF","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",4222620
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",82,"TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",31057
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",82,"TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",128208
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",83,"MISCELLANEOUS ARTICLES OF BASE METAL","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",89041
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",83,"MISCELLANEOUS ARTICLES OF BASE METAL","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",84247
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",5723
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",71,"NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",20722
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",71,"NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",2463718
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",304959
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",16752513
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",429027
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",4515232
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",15882713
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",82217317
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",29,"ORGANIC CHEMICALS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",147727
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",29,"ORGANIC CHEMICALS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",6941807
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",30,"PHARMACEUTICAL PRODUCTS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",60580
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",30,"PHARMACEUTICAL PRODUCTS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",76830
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",31,"FERTILISERS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",84383634
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",31,"FERTILISERS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",88400455
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",24421
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",102967
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",4507
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",808303
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",394363
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",4478920
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",35,"ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",126633
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",35,"ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",157437
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",36,"EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",308
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",37,"PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",750
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",38,"MISCELLANEOUS CHEMICAL PRODUCTS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",286004
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",38,"MISCELLANEOUS CHEMICAL PRODUCTS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",4717997
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",10,"CEREALS","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",62537219
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",10,"CEREALS","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",36288726
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",12,"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",868845
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",12,"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",2863583
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",1512,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",934
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",1512,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",11
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",3129371
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",2713905
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",26,"ORES, SLAG AND ASH","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",17370660
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",44,"WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",4389
"Spain (incl. Canary Islands 'XB' from 1997)","Russian Federation (Russia)",44,"WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",27299451
"Spain (incl. Canary Islands 'XB' from 1997)","All countries of the world",2709,"Petroleum oils and oils obtained from bituminous minerals, crude","IMPORT","Total","Jan.-Dec. 2023","VALUE_IN_EUR",34470200825
"Spain (incl. Canary Islands 'XB' from 1997)","All countries of the world",2709,"Petroleum oils and oils obtained from bituminous minerals, crude","IMPORT","Total","Jan.-Dec. 2021","VALUE_IN_EUR",25029400423
