ISO,COUNTRY,YEAR,GID_1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS
ALB,Albania,2018,ALB.10_1,Protests,Peaceful protest,7
ALB,Albania,2018,ALB.10_1,Riots,Violent demonstration,2
ALB,Albania,2018,ALB.11_1,Explosions/Remote violence,Remote explosive/landmine/IED,3
ALB,Albania,2018,ALB.11_1,Protests,Peaceful protest,115
ALB,Albania,2018,ALB.11_1,Riots,Violent demonstration,17
ALB,Albania,2018,ALB.11_1,Violence against civilians,Attack,1
ALB,Albania,2018,ALB.12_1,Protests,Peaceful protest,13
ALB,Albania,2018,ALB.12_1,Riots,Violent demonstration,1
ALB,Albania,2018,ALB.1_1,Protests,Peaceful protest,2
ALB,Albania,2018,ALB.2_1,Protests,Peaceful protest,6
ALB,Albania,2018,ALB.2_1,Riots,Violent demonstration,1
ALB,Albania,2018,ALB.3_1,Protests,Peaceful protest,8
ALB,Albania,2018,ALB.3_1,Riots,Violent demonstration,1
ALB,Albania,2018,ALB.4_1,Protests,Peaceful protest,14
ALB,Albania,2018,ALB.4_1,Riots,Violent demonstration,1
ALB,Albania,2018,ALB.5_1,Protests,Peaceful protest,13
ALB,Albania,2018,ALB.6_1,Battles,Armed clash,1
ALB,Albania,2018,ALB.6_1,Protests,Peaceful protest,6
ALB,Albania,2018,ALB.6_1,Riots,Mob violence,1
ALB,Albania,2018,ALB.7_1,Protests,Peaceful protest,12
ALB,Albania,2018,ALB.7_1,Riots,Violent demonstration,1
ALB,Albania,2018,ALB.8_1,Protests,Peaceful protest,8
ALB,Albania,2018,ALB.8_1,Riots,Violent demonstration,1
ALB,Albania,2018,ALB.9_1,Protests,Peaceful protest,7
ALB,Albania,2019,ALB.10_1,Protests,Peaceful protest,11
ALB,Albania,2019,ALB.10_1,Riots,Mob violence,1
ALB,Albania,2019,ALB.10_1,Riots,Violent demonstration,4
ALB,Albania,2019,ALB.11_1,Protests,Peaceful protest,122
ALB,Albania,2019,ALB.11_1,Protests,Protest with intervention,6
ALB,Albania,2019,ALB.11_1,Riots,Mob violence,5
ALB,Albania,2019,ALB.11_1,Riots,Violent demonstration,53
ALB,Albania,2019,ALB.12_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
ALB,Albania,2019,ALB.12_1,Protests,Peaceful protest,6
ALB,Albania,2019,ALB.12_1,Riots,Violent demonstration,1
ALB,Albania,2019,ALB.12_1,Violence against civilians,Attack,1
ALB,Albania,2019,ALB.1_1,Protests,Peaceful protest,10
ALB,Albania,2019,ALB.1_1,Riots,Mob violence,1
ALB,Albania,2019,ALB.1_1,Riots,Violent demonstration,1
ALB,Albania,2019,ALB.2_1,Protests,Peaceful protest,7
ALB,Albania,2019,ALB.2_1,Riots,Mob violence,2
ALB,Albania,2019,ALB.2_1,Riots,Violent demonstration,2
ALB,Albania,2019,ALB.2_1,Violence against civilians,Attack,1
ALB,Albania,2019,ALB.3_1,Protests,Peaceful protest,13
ALB,Albania,2019,ALB.3_1,Riots,Violent demonstration,1
ALB,Albania,2019,ALB.3_1,Violence against civilians,Attack,1
ALB,Albania,2019,ALB.4_1,Protests,Peaceful protest,8
ALB,Albania,2019,ALB.4_1,Riots,Violent demonstration,6
ALB,Albania,2019,ALB.5_1,Protests,Peaceful protest,16
ALB,Albania,2019,ALB.5_1,Riots,Violent demonstration,4
ALB,Albania,2019,ALB.6_1,Protests,Peaceful protest,7
ALB,Albania,2019,ALB.6_1,Riots,Violent demonstration,3
ALB,Albania,2019,ALB.7_1,Protests,Peaceful protest,22
ALB,Albania,2019,ALB.7_1,Riots,Mob violence,1
ALB,Albania,2019,ALB.7_1,Riots,Violent demonstration,1
ALB,Albania,2019,ALB.8_1,Protests,Peaceful protest,1
ALB,Albania,2019,ALB.8_1,Riots,Mob violence,2
ALB,Albania,2019,ALB.8_1,Riots,Violent demonstration,2
ALB,Albania,2019,ALB.9_1,Protests,Peaceful protest,10
ALB,Albania,2019,ALB.9_1,Protests,Protest with intervention,1
ALB,Albania,2019,ALB.9_1,Riots,Mob violence,1
ALB,Albania,2019,ALB.9_1,Riots,Violent demonstration,2
ALB,Albania,2019,ALB.9_1,Violence against civilians,Attack,1
ALB,Albania,2020,ALB.10_1,Protests,Peaceful protest,10
ALB,Albania,2020,ALB.10_1,Riots,Mob violence,2
ALB,Albania,2020,ALB.10_1,Riots,Violent demonstration,1
ALB,Albania,2020,ALB.11_1,Protests,Peaceful protest,69
ALB,Albania,2020,ALB.11_1,Protests,Protest with intervention,8
ALB,Albania,2020,ALB.11_1,Riots,Mob violence,1
ALB,Albania,2020,ALB.11_1,Riots,Violent demonstration,6
ALB,Albania,2020,ALB.11_1,Violence against civilians,Attack,1
ALB,Albania,2020,ALB.11_1,Violence against civilians,Sexual violence,1
ALB,Albania,2020,ALB.12_1,Protests,Peaceful protest,16
ALB,Albania,2020,ALB.12_1,Riots,Violent demonstration,1
ALB,Albania,2020,ALB.12_1,Violence against civilians,Attack,1
ALB,Albania,2020,ALB.1_1,Protests,Peaceful protest,6
ALB,Albania,2020,ALB.1_1,Protests,Protest with intervention,1
ALB,Albania,2020,ALB.2_1,Protests,Peaceful protest,1
ALB,Albania,2020,ALB.3_1,Protests,Peaceful protest,22
ALB,Albania,2020,ALB.3_1,Protests,Protest with intervention,2
ALB,Albania,2020,ALB.3_1,Riots,Violent demonstration,1
ALB,Albania,2020,ALB.4_1,Protests,Peaceful protest,7
ALB,Albania,2020,ALB.4_1,Riots,Violent demonstration,1
ALB,Albania,2020,ALB.5_1,Protests,Peaceful protest,49
ALB,Albania,2020,ALB.5_1,Protests,Protest with intervention,1
ALB,Albania,2020,ALB.6_1,Protests,Peaceful protest,4
ALB,Albania,2020,ALB.7_1,Protests,Peaceful protest,4
ALB,Albania,2020,ALB.7_1,Riots,Violent demonstration,1
ALB,Albania,2020,ALB.8_1,Protests,Peaceful protest,2
ALB,Albania,2020,ALB.9_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
ALB,Albania,2020,ALB.9_1,Protests,Peaceful protest,3
ALB,Albania,2021,ALB.10_1,Protests,Peaceful protest,5
ALB,Albania,2021,ALB.10_1,Protests,Protest with intervention,1
ALB,Albania,2021,ALB.10_1,Riots,Mob violence,1
ALB,Albania,2021,ALB.10_1,Violence against civilians,Attack,1
ALB,Albania,2021,ALB.11_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
ALB,Albania,2021,ALB.11_1,Protests,Peaceful protest,50
ALB,Albania,2021,ALB.11_1,Protests,Protest with intervention,3
ALB,Albania,2021,ALB.11_1,Riots,Mob violence,4
ALB,Albania,2021,ALB.11_1,Riots,Violent demonstration,1
ALB,Albania,2021,ALB.11_1,Violence against civilians,Attack,3
ALB,Albania,2021,ALB.12_1,Protests,Peaceful protest,10
ALB,Albania,2021,ALB.12_1,Protests,Protest with intervention,1
ALB,Albania,2021,ALB.1_1,Protests,Excessive force against protesters,1
ALB,Albania,2021,ALB.1_1,Protests,Peaceful protest,8
ALB,Albania,2021,ALB.1_1,Protests,Protest with intervention,1
ALB,Albania,2021,ALB.1_1,Riots,Violent demonstration,1
ALB,Albania,2021,ALB.2_1,Protests,Peaceful protest,3
ALB,Albania,2021,ALB.3_1,Protests,Peaceful protest,9
ALB,Albania,2021,ALB.3_1,Riots,Mob violence,2
ALB,Albania,2021,ALB.3_1,Violence against civilians,Attack,1
ALB,Albania,2021,ALB.4_1,Battles,Armed clash,1
ALB,Albania,2021,ALB.4_1,Protests,Peaceful protest,7
ALB,Albania,2021,ALB.4_1,Riots,Mob violence,1
ALB,Albania,2021,ALB.5_1,Protests,Peaceful protest,15
ALB,Albania,2021,ALB.5_1,Protests,Protest with intervention,1
ALB,Albania,2021,ALB.5_1,Riots,Mob violence,1
ALB,Albania,2021,ALB.5_1,Riots,Violent demonstration,1
ALB,Albania,2021,ALB.6_1,Protests,Peaceful protest,3
ALB,Albania,2021,ALB.6_1,Riots,Mob violence,1
ALB,Albania,2021,ALB.7_1,Protests,Peaceful protest,10
ALB,Albania,2021,ALB.7_1,Riots,Mob violence,1
ALB,Albania,2021,ALB.7_1,Violence against civilians,Attack,1
ALB,Albania,2021,ALB.8_1,Protests,Peaceful protest,3
ALB,Albania,2021,ALB.9_1,Protests,Peaceful protest,13
ALB,Albania,2021,ALB.9_1,Protests,Protest with intervention,2
ALB,Albania,2022,ALB.10_1,Protests,Peaceful protest,6
ALB,Albania,2022,ALB.11_1,Protests,Peaceful protest,83
ALB,Albania,2022,ALB.11_1,Protests,Protest with intervention,2
ALB,Albania,2022,ALB.11_1,Riots,Mob violence,1
ALB,Albania,2022,ALB.11_1,Riots,Violent demonstration,1
ALB,Albania,2022,ALB.12_1,Protests,Peaceful protest,8
ALB,Albania,2022,ALB.12_1,Riots,Mob violence,1
ALB,Albania,2022,ALB.1_1,Protests,Peaceful protest,1
ALB,Albania,2022,ALB.2_1,Protests,Peaceful protest,2
ALB,Albania,2022,ALB.3_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
ALB,Albania,2022,ALB.3_1,Protests,Peaceful protest,8
ALB,Albania,2022,ALB.4_1,Battles,Armed clash,1
ALB,Albania,2022,ALB.4_1,Protests,Peaceful protest,8
ALB,Albania,2022,ALB.4_1,Violence against civilians,Attack,1
ALB,Albania,2022,ALB.5_1,Protests,Peaceful protest,13
ALB,Albania,2022,ALB.6_1,Protests,Peaceful protest,2
ALB,Albania,2022,ALB.7_1,Protests,Peaceful protest,8
ALB,Albania,2022,ALB.8_1,Protests,Peaceful protest,1
ALB,Albania,2022,ALB.9_1,Protests,Peaceful protest,7
ALB,Albania,2022,ALB.9_1,Violence against civilians,Attack,1
ALB,Albania,2023,ALB.10_1,Protests,Peaceful protest,4
ALB,Albania,2023,ALB.11_1,Protests,Peaceful protest,72
ALB,Albania,2023,ALB.11_1,Riots,Mob violence,3
ALB,Albania,2023,ALB.11_1,Violence against civilians,Attack,4
ALB,Albania,2023,ALB.12_1,Protests,Peaceful protest,6
ALB,Albania,2023,ALB.3_1,Protests,Peaceful protest,3
ALB,Albania,2023,ALB.4_1,Protests,Peaceful protest,2
ALB,Albania,2023,ALB.7_1,Protests,Peaceful protest,2
ALB,Albania,2023,ALB.9_1,Protests,Peaceful protest,6
ALB,Albania,2023,ALB.9_1,Violence against civilians,Attack,1
ALB,Albania,2024,ALB.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
ALB,Albania,2024,ALB.10_1,Protests,Peaceful protest,2
ALB,Albania,2024,ALB.11_1,Protests,Peaceful protest,43
ALB,Albania,2024,ALB.11_1,Protests,Protest with intervention,1
ALB,Albania,2024,ALB.11_1,Riots,Violent demonstration,14
ALB,Albania,2024,ALB.11_1,Violence against civilians,Attack,2
ALB,Albania,2024,ALB.12_1,Protests,Peaceful protest,5
ALB,Albania,2024,ALB.12_1,Violence against civilians,Attack,1
ALB,Albania,2024,ALB.3_1,Protests,Peaceful protest,3
ALB,Albania,2024,ALB.4_1,Protests,Peaceful protest,1
ALB,Albania,2024,ALB.5_1,Protests,Peaceful protest,4
ALB,Albania,2024,ALB.5_1,Violence against civilians,Attack,2
ALB,Albania,2024,ALB.6_1,Protests,Peaceful protest,1
ALB,Albania,2024,ALB.7_1,Protests,Peaceful protest,1
ALB,Albania,2024,ALB.9_1,Protests,Peaceful protest,2
ALB,Albania,2025,ALB.10_1,Protests,Peaceful protest,5
ALB,Albania,2025,ALB.10_1,Riots,Violent demonstration,1
ALB,Albania,2025,ALB.11_1,Protests,Peaceful protest,9
ALB,Albania,2025,ALB.11_1,Violence against civilians,Attack,2
ALB,Albania,2025,ALB.12_1,Protests,Peaceful protest,1
ALB,Albania,2025,ALB.6_1,Violence against civilians,Attack,1
ALB,Albania,2025,ALB.8_1,Protests,Peaceful protest,1
ALB,Albania,2025,ALB.9_1,Protests,Peaceful protest,5
ALB,Albania,2025,ALB.9_1,Protests,Protest with intervention,1
AND,Andorra,2020,ISO,Protests,Peaceful protest,5
AND,Andorra,2020,ISO,Violence against civilians,Attack,1
AND,Andorra,2021,ISO,Protests,Peaceful protest,6
AND,Andorra,2022,ISO,Protests,Peaceful protest,3
AND,Andorra,2022,ISO,Protests,Protest with intervention,1
AND,Andorra,2023,ISO,Protests,Peaceful protest,8
AND,Andorra,2024,ISO,Protests,Peaceful protest,2
AND,Andorra,2025,ISO,Protests,Peaceful protest,2
ARM,Armenia,2017,ARM.10_1,Battles,Armed clash,12
ARM,Armenia,2017,ARM.10_1,Protests,Peaceful protest,1
ARM,Armenia,2017,ARM.5_1,Battles,Armed clash,4
ARM,Armenia,2018,ARM.10_1,Battles,Armed clash,754
ARM,Armenia,2018,ARM.10_1,Explosions/Remote violence,Air/drone strike,1
ARM,Armenia,2018,ARM.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
ARM,Armenia,2018,ARM.10_1,Explosions/Remote violence,Shelling/artillery/missile attack,21
ARM,Armenia,2018,ARM.10_1,Protests,Peaceful protest,19
ARM,Armenia,2018,ARM.10_1,Riots,Mob violence,1
ARM,Armenia,2018,ARM.10_1,Violence against civilians,Attack,2
ARM,Armenia,2018,ARM.11_1,Battles,Armed clash,156
ARM,Armenia,2018,ARM.11_1,Explosions/Remote violence,Shelling/artillery/missile attack,2
ARM,Armenia,2018,ARM.11_1,Protests,Peaceful protest,9
ARM,Armenia,2018,ARM.11_1,Riots,Violent demonstration,3
ARM,Armenia,2018,ARM.1_1,Protests,Peaceful protest,8
ARM,Armenia,2018,ARM.2_1,Battles,Armed clash,198
ARM,Armenia,2018,ARM.2_1,Explosions/Remote violence,Shelling/artillery/missile attack,2
ARM,Armenia,2018,ARM.2_1,Protests,Peaceful protest,15
ARM,Armenia,2018,ARM.2_1,Violence against civilians,Attack,1
ARM,Armenia,2018,ARM.3_1,Protests,Peaceful protest,27
ARM,Armenia,2018,ARM.3_1,Protests,Protest with intervention,2
ARM,Armenia,2018,ARM.3_1,Riots,Mob violence,1
ARM,Armenia,2018,ARM.3_1,Riots,Violent demonstration,2
ARM,Armenia,2018,ARM.4_1,Battles,Armed clash,1
ARM,Armenia,2018,ARM.4_1,Protests,Peaceful protest,178
ARM,Armenia,2018,ARM.4_1,Protests,Protest with intervention,6
ARM,Armenia,2018,ARM.4_1,Riots,Mob violence,3
ARM,Armenia,2018,ARM.4_1,Riots,Violent demonstration,12
ARM,Armenia,2018,ARM.4_1,Violence against civilians,Attack,4
ARM,Armenia,2018,ARM.5_1,Battles,Armed clash,168
ARM,Armenia,2018,ARM.5_1,Explosions/Remote violence,Shelling/artillery/missile attack,8
ARM,Armenia,2018,ARM.5_1,Protests,Excessive force against protesters,1
ARM,Armenia,2018,ARM.5_1,Protests,Peaceful protest,7
ARM,Armenia,2018,ARM.5_1,Violence against civilians,Attack,1
ARM,Armenia,2018,ARM.6_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
ARM,Armenia,2018,ARM.6_1,Protests,Peaceful protest,8
ARM,Armenia,2018,ARM.6_1,Violence against civilians,Attack,1
ARM,Armenia,2018,ARM.7_1,Protests,Peaceful protest,22
ARM,Armenia,2018,ARM.7_1,Riots,Violent demonstration,1
ARM,Armenia,2018,ARM.8_1,Protests,Peaceful protest,37
ARM,Armenia,2018,ARM.8_1,Protests,Protest with intervention,2
ARM,Armenia,2018,ARM.8_1,Riots,Mob violence,1
ARM,Armenia,2018,ARM.8_1,Violence against civilians,Attack,2
ARM,Armenia,2018,ARM.9_1,Battles,Armed clash,31
ARM,Armenia,2018,ARM.9_1,Protests,Peaceful protest,9
ARM,Armenia,2018,ARM.9_1,Riots,Mob violence,2
ARM,Armenia,2019,ARM.10_1,Battles,Armed clash,447
ARM,Armenia,2019,ARM.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
ARM,Armenia,2019,ARM.10_1,Explosions/Remote violence,Shelling/artillery/missile attack,33
ARM,Armenia,2019,ARM.10_1,Protests,Peaceful protest,6
ARM,Armenia,2019,ARM.10_1,Riots,Violent demonstration,2
ARM,Armenia,2019,ARM.10_1,Violence against civilians,Attack,2
ARM,Armenia,2019,ARM.11_1,Battles,Armed clash,262
ARM,Armenia,2019,ARM.11_1,Explosions/Remote violence,Shelling/artillery/missile attack,24
ARM,Armenia,2019,ARM.11_1,Protests,Excessive force against protesters,1
ARM,Armenia,2019,ARM.11_1,Protests,Peaceful protest,4
ARM,Armenia,2019,ARM.11_1,Riots,Violent demonstration,1
ARM,Armenia,2019,ARM.1_1,Protests,Peaceful protest,7
ARM,Armenia,2019,ARM.2_1,Battles,Armed clash,418
ARM,Armenia,2019,ARM.2_1,Explosions/Remote violence,Shelling/artillery/missile attack,30
ARM,Armenia,2019,ARM.2_1,Protests,Peaceful protest,12
ARM,Armenia,2019,ARM.2_1,Protests,Protest with intervention,1
ARM,Armenia,2019,ARM.2_1,Violence against civilians,Attack,1
ARM,Armenia,2019,ARM.3_1,Protests,Peaceful protest,17
ARM,Armenia,2019,ARM.3_1,Riots,Mob violence,1
ARM,Armenia,2019,ARM.3_1,Riots,Violent demonstration,3
ARM,Armenia,2019,ARM.4_1,Protests,Peaceful protest,209
ARM,Armenia,2019,ARM.4_1,Protests,Protest with intervention,7
ARM,Armenia,2019,ARM.4_1,Riots,Mob violence,1
ARM,Armenia,2019,ARM.4_1,Riots,Violent demonstration,8
ARM,Armenia,2019,ARM.4_1,Violence against civilians,Attack,2
ARM,Armenia,2019,ARM.5_1,Battles,Armed clash,113
ARM,Armenia,2019,ARM.5_1,Explosions/Remote violence,Shelling/artillery/missile attack,7
ARM,Armenia,2019,ARM.5_1,Protests,Peaceful protest,9
ARM,Armenia,2019,ARM.6_1,Protests,Peaceful protest,6
ARM,Armenia,2019,ARM.7_1,Protests,Peaceful protest,10
ARM,Armenia,2019,ARM.8_1,Protests,Peaceful protest,11
ARM,Armenia,2019,ARM.9_1,Battles,Armed clash,23
ARM,Armenia,2019,ARM.9_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
ARM,Armenia,2019,ARM.9_1,Protests,Peaceful protest,5
ARM,Armenia,2020,ARM.10_1,Battles,Armed clash,571
ARM,Armenia,2020,ARM.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
ARM,Armenia,2020,ARM.10_1,Explosions/Remote violence,Shelling/artillery/missile attack,69
ARM,Armenia,2020,ARM.10_1,Protests,Peaceful protest,4
ARM,Armenia,2020,ARM.11_1,Battles,Armed clash,185
ARM,Armenia,2020,ARM.11_1,Explosions/Remote violence,Shelling/artillery/missile attack,29
ARM,Armenia,2020,ARM.11_1,Protests,Peaceful protest,4
ARM,Armenia,2020,ARM.11_1,Protests,Protest with intervention,1
ARM,Armenia,2020,ARM.11_1,Riots,Violent demonstration,2
ARM,Armenia,2020,ARM.1_1,Protests,Peaceful protest,6
ARM,Armenia,2020,ARM.2_1,Battles,Armed clash,190
ARM,Armenia,2020,ARM.2_1,Explosions/Remote violence,Shelling/artillery/missile attack,6
ARM,Armenia,2020,ARM.2_1,Protests,Peaceful protest,7
ARM,Armenia,2020,ARM.2_1,Protests,Protest with intervention,4
ARM,Armenia,2020,ARM.2_1,Riots,Violent demonstration,1
ARM,Armenia,2020,ARM.2_1,Violence against civilians,Attack,1
ARM,Armenia,2020,ARM.3_1,Protests,Peaceful protest,11
ARM,Armenia,2020,ARM.3_1,Riots,Violent demonstration,2
ARM,Armenia,2020,ARM.4_1,Protests,Excessive force against protesters,1
ARM,Armenia,2020,ARM.4_1,Protests,Peaceful protest,184
ARM,Armenia,2020,ARM.4_1,Protests,Protest with intervention,34
ARM,Armenia,2020,ARM.4_1,Riots,Mob violence,1
ARM,Armenia,2020,ARM.4_1,Riots,Violent demonstration,7
ARM,Armenia,2020,ARM.4_1,Violence against civilians,Attack,1
ARM,Armenia,2020,ARM.5_1,Battles,Armed clash,118
ARM,Armenia,2020,ARM.5_1,Explosions/Remote violence,Air/drone strike,2
ARM,Armenia,2020,ARM.5_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
ARM,Armenia,2020,ARM.5_1,Explosions/Remote violence,Shelling/artillery/missile attack,14
ARM,Armenia,2020,ARM.5_1,Protests,Peaceful protest,9
ARM,Armenia,2020,ARM.5_1,Protests,Protest with intervention,1
ARM,Armenia,2020,ARM.6_1,Protests,Peaceful protest,3
ARM,Armenia,2020,ARM.7_1,Protests,Peaceful protest,17
ARM,Armenia,2020,ARM.7_1,Riots,Violent demonstration,1
ARM,Armenia,2020,ARM.8_1,Protests,Peaceful protest,23
ARM,Armenia,2020,ARM.8_1,Protests,Protest with intervention,1
ARM,Armenia,2020,ARM.9_1,Battles,Armed clash,33
ARM,Armenia,2020,ARM.9_1,Explosions/Remote violence,Air/drone strike,1
ARM,Armenia,2020,ARM.9_1,Explosions/Remote violence,Shelling/artillery/missile attack,6
ARM,Armenia,2020,ARM.9_1,Protests,Peaceful protest,6
ARM,Armenia,2020,ARM.9_1,Riots,Violent demonstration,1
ARM,Armenia,2020,ARM.9_1,Violence against civilians,Attack,1
ARM,Armenia,2021,ARM.10_1,Battles,Armed clash,3
ARM,Armenia,2021,ARM.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
ARM,Armenia,2021,ARM.10_1,Protests,Peaceful protest,2
ARM,Armenia,2021,ARM.11_1,Battles,Armed clash,1
ARM,Armenia,2021,ARM.11_1,Protests,Peaceful protest,1
ARM,Armenia,2021,ARM.11_1,Violence against civilians,Attack,1
ARM,Armenia,2021,ARM.1_1,Protests,Peaceful protest,7
ARM,Armenia,2021,ARM.2_1,Battles,Armed clash,18
ARM,Armenia,2021,ARM.2_1,Protests,Peaceful protest,5
ARM,Armenia,2021,ARM.2_1,Protests,Protest with intervention,1
ARM,Armenia,2021,ARM.2_1,Riots,Violent demonstration,1
ARM,Armenia,2021,ARM.2_1,Violence against civilians,Attack,1
ARM,Armenia,2021,ARM.3_1,Protests,Peaceful protest,13
ARM,Armenia,2021,ARM.3_1,Protests,Protest with intervention,2
ARM,Armenia,2021,ARM.4_1,Battles,Armed clash,2
ARM,Armenia,2021,ARM.4_1,Protests,Peaceful protest,226
ARM,Armenia,2021,ARM.4_1,Protests,Protest with intervention,31
ARM,Armenia,2021,ARM.4_1,Riots,Violent demonstration,12
ARM,Armenia,2021,ARM.5_1,Battles,Armed clash,56
ARM,Armenia,2021,ARM.5_1,Protests,Peaceful protest,8
ARM,Armenia,2021,ARM.6_1,Protests,Peaceful protest,16
ARM,Armenia,2021,ARM.6_1,Protests,Protest with intervention,1
ARM,Armenia,2021,ARM.6_1,Riots,Violent demonstration,1
ARM,Armenia,2021,ARM.7_1,Protests,Peaceful protest,11
ARM,Armenia,2021,ARM.8_1,Protests,Peaceful protest,20
ARM,Armenia,2021,ARM.8_1,Protests,Protest with intervention,1
ARM,Armenia,2021,ARM.8_1,Riots,Violent demonstration,1
ARM,Armenia,2021,ARM.9_1,Battles,Armed clash,15
ARM,Armenia,2021,ARM.9_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
ARM,Armenia,2021,ARM.9_1,Protests,Peaceful protest,17
ARM,Armenia,2021,ARM.9_1,Protests,Protest with intervention,1
ARM,Armenia,2021,ARM.9_1,Riots,Violent demonstration,3
ARM,Armenia,2022,ARM.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
ARM,Armenia,2022,ARM.10_1,Protests,Peaceful protest,3
ARM,Armenia,2022,ARM.11_1,Battles,Armed clash,5
ARM,Armenia,2022,ARM.11_1,Battles,Non-state actor overtakes territory,1
ARM,Armenia,2022,ARM.11_1,Explosions/Remote violence,Shelling/artillery/missile attack,3
ARM,Armenia,2022,ARM.11_1,Protests,Peaceful protest,1
ARM,Armenia,2022,ARM.11_1,Violence against civilians,Abduction/forced disappearance,1
ARM,Armenia,2022,ARM.1_1,Protests,Peaceful protest,10
ARM,Armenia,2022,ARM.2_1,Battles,Armed clash,2
ARM,Armenia,2022,ARM.2_1,Protests,Peaceful protest,11
ARM,Armenia,2022,ARM.2_1,Protests,Protest with intervention,2
ARM,Armenia,2022,ARM.3_1,Protests,Peaceful protest,15
ARM,Armenia,2022,ARM.3_1,Protests,Protest with intervention,2
ARM,Armenia,2022,ARM.3_1,Riots,Violent demonstration,1
ARM,Armenia,2022,ARM.4_1,Protests,Peaceful protest,264
ARM,Armenia,2022,ARM.4_1,Protests,Protest with intervention,36
ARM,Armenia,2022,ARM.4_1,Riots,Mob violence,1
ARM,Armenia,2022,ARM.4_1,Riots,Violent demonstration,3
ARM,Armenia,2022,ARM.5_1,Battles,Armed clash,58
ARM,Armenia,2022,ARM.5_1,Battles,Non-state actor overtakes territory,1
ARM,Armenia,2022,ARM.5_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
ARM,Armenia,2022,ARM.5_1,Explosions/Remote violence,Shelling/artillery/missile attack,21
ARM,Armenia,2022,ARM.5_1,Protests,Peaceful protest,10
ARM,Armenia,2022,ARM.5_1,Protests,Protest with intervention,3
ARM,Armenia,2022,ARM.6_1,Protests,Peaceful protest,7
ARM,Armenia,2022,ARM.6_1,Protests,Protest with intervention,3
ARM,Armenia,2022,ARM.7_1,Protests,Peaceful protest,12
ARM,Armenia,2022,ARM.7_1,Protests,Protest with intervention,1
ARM,Armenia,2022,ARM.8_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
ARM,Armenia,2022,ARM.8_1,Protests,Peaceful protest,21
ARM,Armenia,2022,ARM.8_1,Protests,Protest with intervention,1
ARM,Armenia,2022,ARM.9_1,Battles,Armed clash,28
ARM,Armenia,2022,ARM.9_1,Battles,Non-state actor overtakes territory,2
ARM,Armenia,2022,ARM.9_1,Explosions/Remote violence,Air/drone strike,2
ARM,Armenia,2022,ARM.9_1,Explosions/Remote violence,Shelling/artillery/missile attack,13
ARM,Armenia,2022,ARM.9_1,Protests,Peaceful protest,12
ARM,Armenia,2022,ARM.9_1,Protests,Protest with intervention,1
ARM,Armenia,2022,ARM.9_1,Violence against civilians,Abduction/forced disappearance,1
ARM,Armenia,2022,ARM.9_1,Violence against civilians,Attack,3
ARM,Armenia,2023,ARM.10_1,Battles,Armed clash,1
ARM,Armenia,2023,ARM.11_1,Battles,Armed clash,2
ARM,Armenia,2023,ARM.1_1,Protests,Peaceful protest,4
ARM,Armenia,2023,ARM.1_1,Protests,Protest with intervention,1
ARM,Armenia,2023,ARM.2_1,Battles,Armed clash,12
ARM,Armenia,2023,ARM.2_1,Protests,Protest with intervention,1
ARM,Armenia,2023,ARM.2_1,Violence against civilians,Attack,5
ARM,Armenia,2023,ARM.4_1,Protests,Peaceful protest,233
ARM,Armenia,2023,ARM.4_1,Protests,Protest with intervention,20
ARM,Armenia,2023,ARM.4_1,Riots,Violent demonstration,4
ARM,Armenia,2023,ARM.5_1,Battles,Armed clash,70
ARM,Armenia,2023,ARM.5_1,Explosions/Remote violence,Air/drone strike,1
ARM,Armenia,2023,ARM.5_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
ARM,Armenia,2023,ARM.5_1,Protests,Peaceful protest,10
ARM,Armenia,2023,ARM.5_1,Violence against civilians,Attack,2
ARM,Armenia,2023,ARM.6_1,Protests,Peaceful protest,2
ARM,Armenia,2023,ARM.6_1,Protests,Protest with intervention,1
ARM,Armenia,2023,ARM.7_1,Protests,Peaceful protest,3
ARM,Armenia,2023,ARM.7_1,Protests,Protest with intervention,1
ARM,Armenia,2023,ARM.8_1,Protests,Peaceful protest,11
ARM,Armenia,2023,ARM.8_1,Protests,Protest with intervention,1
ARM,Armenia,2023,ARM.9_1,Battles,Armed clash,22
ARM,Armenia,2023,ARM.9_1,Explosions/Remote violence,Air/drone strike,1
ARM,Armenia,2023,ARM.9_1,Protests,Peaceful protest,6
ARM,Armenia,2023,ARM.9_1,Violence against civilians,Attack,6
ARM,Armenia,2024,ARM.10_1,Battles,Armed clash,4
