ISO,COUNTRY,YEAR,GID_1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS
UKR,Ukraine,2022,UKR.17_1,Explosions/Remote violence,Shelling/artillery/missile attack,117
UKR,Ukraine,2022,UKR.17_1,Protests,Peaceful protest,4
UKR,Ukraine,2022,UKR.17_1,Violence against civilians,Attack,2
UKR,Ukraine,2022,UKR.18_1,Battles,Armed clash,5
UKR,Ukraine,2022,UKR.18_1,Explosions/Remote violence,Air/drone strike,5
UKR,Ukraine,2022,UKR.18_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
UKR,Ukraine,2022,UKR.18_1,Explosions/Remote violence,Shelling/artillery/missile attack,16
UKR,Ukraine,2022,UKR.18_1,Protests,Peaceful protest,1
UKR,Ukraine,2022,UKR.18_1,Riots,Mob violence,2
UKR,Ukraine,2022,UKR.18_1,Violence against civilians,Attack,1
UKR,Ukraine,2022,UKR.19_1,Battles,Armed clash,1
UKR,Ukraine,2022,UKR.19_1,Explosions/Remote violence,Air/drone strike,6
UKR,Ukraine,2022,UKR.19_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
UKR,Ukraine,2022,UKR.19_1,Explosions/Remote violence,Shelling/artillery/missile attack,11
UKR,Ukraine,2022,UKR.19_1,Protests,Peaceful protest,3
UKR,Ukraine,2022,UKR.1_1,Explosions/Remote violence,Air/drone strike,8
UKR,Ukraine,2022,UKR.1_1,Explosions/Remote violence,Shelling/artillery/missile attack,11
UKR,Ukraine,2022,UKR.1_1,Protests,Peaceful protest,10
UKR,Ukraine,2022,UKR.20_1,Explosions/Remote violence,Air/drone strike,1
UKR,Ukraine,2022,UKR.21_1,Battles,Armed clash,60
UKR,Ukraine,2022,UKR.21_1,Battles,Government regains territory,1
UKR,Ukraine,2022,UKR.21_1,Battles,Non-state actor overtakes territory,3
UKR,Ukraine,2022,UKR.21_1,Explosions/Remote violence,Air/drone strike,105
UKR,Ukraine,2022,UKR.21_1,Explosions/Remote violence,Grenade,1
UKR,Ukraine,2022,UKR.21_1,Explosions/Remote violence,Remote explosive/landmine/IED,25
UKR,Ukraine,2022,UKR.21_1,Explosions/Remote violence,Shelling/artillery/missile attack,1283
UKR,Ukraine,2022,UKR.21_1,Protests,Peaceful protest,3
UKR,Ukraine,2022,UKR.21_1,Violence against civilians,Abduction/forced disappearance,3
UKR,Ukraine,2022,UKR.21_1,Violence against civilians,Attack,22
UKR,Ukraine,2022,UKR.22_1,Explosions/Remote violence,Shelling/artillery/missile attack,5
UKR,Ukraine,2022,UKR.22_1,Protests,Peaceful protest,2
UKR,Ukraine,2022,UKR.23_1,Explosions/Remote violence,Shelling/artillery/missile attack,3
UKR,Ukraine,2022,UKR.23_1,Protests,Peaceful protest,2
UKR,Ukraine,2022,UKR.24_1,Explosions/Remote violence,Air/drone strike,8
UKR,Ukraine,2022,UKR.24_1,Explosions/Remote violence,Shelling/artillery/missile attack,17
UKR,Ukraine,2022,UKR.24_1,Protests,Peaceful protest,4
UKR,Ukraine,2022,UKR.24_1,Violence against civilians,Attack,1
UKR,Ukraine,2022,UKR.24_1,Violence against civilians,Sexual violence,1
UKR,Ukraine,2022,UKR.25_1,Explosions/Remote violence,Air/drone strike,3
UKR,Ukraine,2022,UKR.25_1,Explosions/Remote violence,Shelling/artillery/missile attack,5
UKR,Ukraine,2022,UKR.25_1,Protests,Peaceful protest,2
UKR,Ukraine,2022,UKR.26_1,Battles,Armed clash,168
UKR,Ukraine,2022,UKR.26_1,Battles,Government regains territory,4
UKR,Ukraine,2022,UKR.26_1,Battles,Non-state actor overtakes territory,8
UKR,Ukraine,2022,UKR.26_1,Explosions/Remote violence,Air/drone strike,258
UKR,Ukraine,2022,UKR.26_1,Explosions/Remote violence,Grenade,2
UKR,Ukraine,2022,UKR.26_1,Explosions/Remote violence,Remote explosive/landmine/IED,84
UKR,Ukraine,2022,UKR.26_1,Explosions/Remote violence,Shelling/artillery/missile attack,2842
UKR,Ukraine,2022,UKR.26_1,Explosions/Remote violence,Suicide bomb,2
UKR,Ukraine,2022,UKR.26_1,Protests,Excessive force against protesters,4
UKR,Ukraine,2022,UKR.26_1,Protests,Peaceful protest,38
UKR,Ukraine,2022,UKR.26_1,Protests,Protest with intervention,6
UKR,Ukraine,2022,UKR.26_1,Riots,Mob violence,1
UKR,Ukraine,2022,UKR.26_1,Violence against civilians,Abduction/forced disappearance,87
UKR,Ukraine,2022,UKR.26_1,Violence against civilians,Attack,44
UKR,Ukraine,2022,UKR.26_1,Violence against civilians,Sexual violence,8
UKR,Ukraine,2022,UKR.27_1,Battles,Armed clash,14
UKR,Ukraine,2022,UKR.27_1,Explosions/Remote violence,Air/drone strike,18
UKR,Ukraine,2022,UKR.27_1,Explosions/Remote violence,Remote explosive/landmine/IED,4
UKR,Ukraine,2022,UKR.27_1,Explosions/Remote violence,Shelling/artillery/missile attack,62
UKR,Ukraine,2022,UKR.27_1,Protests,Peaceful protest,3
UKR,Ukraine,2022,UKR.2_1,Battles,Armed clash,56
UKR,Ukraine,2022,UKR.2_1,Battles,Government regains territory,8
UKR,Ukraine,2022,UKR.2_1,Explosions/Remote violence,Air/drone strike,22
UKR,Ukraine,2022,UKR.2_1,Explosions/Remote violence,Grenade,2
UKR,Ukraine,2022,UKR.2_1,Explosions/Remote violence,Remote explosive/landmine/IED,19
UKR,Ukraine,2022,UKR.2_1,Explosions/Remote violence,Shelling/artillery/missile attack,515
UKR,Ukraine,2022,UKR.2_1,Protests,Peaceful protest,5
UKR,Ukraine,2022,UKR.2_1,Protests,Protest with intervention,1
UKR,Ukraine,2022,UKR.2_1,Violence against civilians,Abduction/forced disappearance,19
UKR,Ukraine,2022,UKR.2_1,Violence against civilians,Attack,48
UKR,Ukraine,2022,UKR.2_1,Violence against civilians,Sexual violence,1
UKR,Ukraine,2022,UKR.3_1,Explosions/Remote violence,Air/drone strike,1
UKR,Ukraine,2022,UKR.3_1,Protests,Peaceful protest,2
UKR,Ukraine,2022,UKR.4_1,Explosions/Remote violence,Air/drone strike,8
UKR,Ukraine,2022,UKR.4_1,Explosions/Remote violence,Remote explosive/landmine/IED,5
UKR,Ukraine,2022,UKR.4_1,Explosions/Remote violence,Shelling/artillery/missile attack,23
UKR,Ukraine,2022,UKR.4_1,Protests,Peaceful protest,6
UKR,Ukraine,2022,UKR.4_1,Protests,Protest with intervention,1
UKR,Ukraine,2022,UKR.4_1,Riots,Mob violence,1
UKR,Ukraine,2022,UKR.4_1,Violence against civilians,Abduction/forced disappearance,2
UKR,Ukraine,2022,UKR.4_1,Violence against civilians,Attack,7
UKR,Ukraine,2022,UKR.5_1,Battles,Armed clash,33
UKR,Ukraine,2022,UKR.5_1,Explosions/Remote violence,Air/drone strike,93
UKR,Ukraine,2022,UKR.5_1,Explosions/Remote violence,Remote explosive/landmine/IED,17
UKR,Ukraine,2022,UKR.5_1,Explosions/Remote violence,Shelling/artillery/missile attack,950
UKR,Ukraine,2022,UKR.5_1,Protests,Peaceful protest,6
UKR,Ukraine,2022,UKR.5_1,Violence against civilians,Attack,1
UKR,Ukraine,2022,UKR.6_1,Battles,Armed clash,3785
UKR,Ukraine,2022,UKR.6_1,Battles,Government regains territory,41
UKR,Ukraine,2022,UKR.6_1,Battles,Non-state actor overtakes territory,181
UKR,Ukraine,2022,UKR.6_1,Explosions/Remote violence,Air/drone strike,1147
UKR,Ukraine,2022,UKR.6_1,Explosions/Remote violence,Grenade,1
UKR,Ukraine,2022,UKR.6_1,Explosions/Remote violence,Remote explosive/landmine/IED,144
UKR,Ukraine,2022,UKR.6_1,Explosions/Remote violence,Shelling/artillery/missile attack,11138
UKR,Ukraine,2022,UKR.6_1,Protests,Peaceful protest,11
UKR,Ukraine,2022,UKR.6_1,Protests,Protest with intervention,1
UKR,Ukraine,2022,UKR.6_1,Violence against civilians,Abduction/forced disappearance,28
UKR,Ukraine,2022,UKR.6_1,Violence against civilians,Attack,25
UKR,Ukraine,2022,UKR.6_1,Violence against civilians,Sexual violence,5
UKR,Ukraine,2022,UKR.7_1,Explosions/Remote violence,Air/drone strike,1
UKR,Ukraine,2022,UKR.7_1,Explosions/Remote violence,Shelling/artillery/missile attack,9
UKR,Ukraine,2022,UKR.7_1,Protests,Peaceful protest,5
UKR,Ukraine,2022,UKR.7_1,Riots,Mob violence,1
UKR,Ukraine,2022,UKR.8_1,Battles,Armed clash,660
UKR,Ukraine,2022,UKR.8_1,Battles,Government regains territory,109
UKR,Ukraine,2022,UKR.8_1,Battles,Non-state actor overtakes territory,21
UKR,Ukraine,2022,UKR.8_1,Explosions/Remote violence,Air/drone strike,442
UKR,Ukraine,2022,UKR.8_1,Explosions/Remote violence,Remote explosive/landmine/IED,140
UKR,Ukraine,2022,UKR.8_1,Explosions/Remote violence,Shelling/artillery/missile attack,5271
UKR,Ukraine,2022,UKR.8_1,Protests,Peaceful protest,5
UKR,Ukraine,2022,UKR.8_1,Riots,Violent demonstration,1
UKR,Ukraine,2022,UKR.8_1,Violence against civilians,Abduction/forced disappearance,42
UKR,Ukraine,2022,UKR.8_1,Violence against civilians,Attack,117
UKR,Ukraine,2022,UKR.8_1,Violence against civilians,Sexual violence,10
UKR,Ukraine,2022,UKR.9_1,Battles,Armed clash,648
UKR,Ukraine,2022,UKR.9_1,Battles,Government regains territory,88
UKR,Ukraine,2022,UKR.9_1,Battles,Non-state actor overtakes territory,14
UKR,Ukraine,2022,UKR.9_1,Explosions/Remote violence,Air/drone strike,338
UKR,Ukraine,2022,UKR.9_1,Explosions/Remote violence,Grenade,1
UKR,Ukraine,2022,UKR.9_1,Explosions/Remote violence,Remote explosive/landmine/IED,95
UKR,Ukraine,2022,UKR.9_1,Explosions/Remote violence,Shelling/artillery/missile attack,2214
UKR,Ukraine,2022,UKR.9_1,Protests,Excessive force against protesters,11
UKR,Ukraine,2022,UKR.9_1,Protests,Peaceful protest,36
UKR,Ukraine,2022,UKR.9_1,Protests,Protest with intervention,7
UKR,Ukraine,2022,UKR.9_1,Violence against civilians,Abduction/forced disappearance,158
UKR,Ukraine,2022,UKR.9_1,Violence against civilians,Attack,107
UKR,Ukraine,2022,UKR.9_1,Violence against civilians,Sexual violence,17
UKR,Ukraine,2023,UKR.10_1,Explosions/Remote violence,Air/drone strike,23
UKR,Ukraine,2023,UKR.10_1,Explosions/Remote violence,Shelling/artillery/missile attack,16
UKR,Ukraine,2023,UKR.10_1,Protests,Peaceful protest,42
UKR,Ukraine,2023,UKR.11_1,Explosions/Remote violence,Air/drone strike,49
UKR,Ukraine,2023,UKR.11_1,Explosions/Remote violence,Remote explosive/landmine/IED,3
UKR,Ukraine,2023,UKR.11_1,Explosions/Remote violence,Shelling/artillery/missile attack,22
UKR,Ukraine,2023,UKR.11_1,Protests,Peaceful protest,21
UKR,Ukraine,2023,UKR.12_1,Explosions/Remote violence,Air/drone strike,7
UKR,Ukraine,2023,UKR.12_1,Explosions/Remote violence,Grenade,1
UKR,Ukraine,2023,UKR.12_1,Explosions/Remote violence,Remote explosive/landmine/IED,11
UKR,Ukraine,2023,UKR.12_1,Explosions/Remote violence,Shelling/artillery/missile attack,3
UKR,Ukraine,2023,UKR.13_1,Explosions/Remote violence,Air/drone strike,19
UKR,Ukraine,2023,UKR.13_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
UKR,Ukraine,2023,UKR.13_1,Explosions/Remote violence,Shelling/artillery/missile attack,17
UKR,Ukraine,2023,UKR.13_1,Protests,Peaceful protest,3
UKR,Ukraine,2023,UKR.14_1,Explosions/Remote violence,Air/drone strike,10
UKR,Ukraine,2023,UKR.14_1,Explosions/Remote violence,Shelling/artillery/missile attack,10
UKR,Ukraine,2023,UKR.14_1,Protests,Peaceful protest,5
UKR,Ukraine,2023,UKR.15_1,Battles,Armed clash,1367
UKR,Ukraine,2023,UKR.15_1,Battles,Government regains territory,3
UKR,Ukraine,2023,UKR.15_1,Battles,Non-state actor overtakes territory,8
UKR,Ukraine,2023,UKR.15_1,Explosions/Remote violence,Air/drone strike,426
UKR,Ukraine,2023,UKR.15_1,Explosions/Remote violence,Grenade,1
UKR,Ukraine,2023,UKR.15_1,Explosions/Remote violence,Remote explosive/landmine/IED,15
UKR,Ukraine,2023,UKR.15_1,Explosions/Remote violence,Shelling/artillery/missile attack,1038
UKR,Ukraine,2023,UKR.15_1,Protests,Protest with intervention,1
UKR,Ukraine,2023,UKR.15_1,Violence against civilians,Abduction/forced disappearance,6
UKR,Ukraine,2023,UKR.15_1,Violence against civilians,Attack,3
UKR,Ukraine,2023,UKR.16_1,Battles,Armed clash,2
UKR,Ukraine,2023,UKR.16_1,Explosions/Remote violence,Air/drone strike,75
UKR,Ukraine,2023,UKR.16_1,Explosions/Remote violence,Remote explosive/landmine/IED,47
UKR,Ukraine,2023,UKR.16_1,Explosions/Remote violence,Shelling/artillery/missile attack,463
UKR,Ukraine,2023,UKR.16_1,Protests,Peaceful protest,8
UKR,Ukraine,2023,UKR.17_1,Battles,Armed clash,4
UKR,Ukraine,2023,UKR.17_1,Explosions/Remote violence,Air/drone strike,116
UKR,Ukraine,2023,UKR.17_1,Explosions/Remote violence,Remote explosive/landmine/IED,7
UKR,Ukraine,2023,UKR.17_1,Explosions/Remote violence,Shelling/artillery/missile attack,36
UKR,Ukraine,2023,UKR.17_1,Protests,Peaceful protest,6
UKR,Ukraine,2023,UKR.17_1,Violence against civilians,Attack,1
UKR,Ukraine,2023,UKR.18_1,Explosions/Remote violence,Air/drone strike,18
UKR,Ukraine,2023,UKR.18_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
UKR,Ukraine,2023,UKR.18_1,Explosions/Remote violence,Shelling/artillery/missile attack,7
UKR,Ukraine,2023,UKR.18_1,Protests,Peaceful protest,4
UKR,Ukraine,2023,UKR.19_1,Explosions/Remote violence,Air/drone strike,4
UKR,Ukraine,2023,UKR.19_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
UKR,Ukraine,2023,UKR.19_1,Protests,Peaceful protest,1
UKR,Ukraine,2023,UKR.1_1,Explosions/Remote violence,Air/drone strike,15
UKR,Ukraine,2023,UKR.1_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
UKR,Ukraine,2023,UKR.1_1,Explosions/Remote violence,Shelling/artillery/missile attack,6
UKR,Ukraine,2023,UKR.1_1,Protests,Peaceful protest,10
UKR,Ukraine,2023,UKR.20_1,Explosions/Remote violence,Air/drone strike,1
UKR,Ukraine,2023,UKR.21_1,Battles,Armed clash,6
UKR,Ukraine,2023,UKR.21_1,Explosions/Remote violence,Air/drone strike,240
UKR,Ukraine,2023,UKR.21_1,Explosions/Remote violence,Remote explosive/landmine/IED,14
UKR,Ukraine,2023,UKR.21_1,Explosions/Remote violence,Shelling/artillery/missile attack,3762
UKR,Ukraine,2023,UKR.21_1,Protests,Peaceful protest,4
UKR,Ukraine,2023,UKR.21_1,Violence against civilians,Attack,1
UKR,Ukraine,2023,UKR.22_1,Explosions/Remote violence,Air/drone strike,2
UKR,Ukraine,2023,UKR.22_1,Explosions/Remote violence,Shelling/artillery/missile attack,2
UKR,Ukraine,2023,UKR.22_1,Protests,Peaceful protest,4
UKR,Ukraine,2023,UKR.23_1,Explosions/Remote violence,Grenade,1
UKR,Ukraine,2023,UKR.24_1,Explosions/Remote violence,Air/drone strike,5
UKR,Ukraine,2023,UKR.24_1,Explosions/Remote violence,Shelling/artillery/missile attack,4
UKR,Ukraine,2023,UKR.24_1,Protests,Peaceful protest,1
UKR,Ukraine,2023,UKR.25_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
UKR,Ukraine,2023,UKR.25_1,Explosions/Remote violence,Shelling/artillery/missile attack,2
UKR,Ukraine,2023,UKR.25_1,Protests,Peaceful protest,4
UKR,Ukraine,2023,UKR.26_1,Battles,Armed clash,1169
UKR,Ukraine,2023,UKR.26_1,Battles,Government regains territory,7
UKR,Ukraine,2023,UKR.26_1,Battles,Non-state actor overtakes territory,12
UKR,Ukraine,2023,UKR.26_1,Explosions/Remote violence,Air/drone strike,932
UKR,Ukraine,2023,UKR.26_1,Explosions/Remote violence,Remote explosive/landmine/IED,48
UKR,Ukraine,2023,UKR.26_1,Explosions/Remote violence,Shelling/artillery/missile attack,5456
UKR,Ukraine,2023,UKR.26_1,Protests,Peaceful protest,6
UKR,Ukraine,2023,UKR.26_1,Violence against civilians,Abduction/forced disappearance,18
UKR,Ukraine,2023,UKR.26_1,Violence against civilians,Attack,6
UKR,Ukraine,2023,UKR.26_1,Violence against civilians,Sexual violence,4
UKR,Ukraine,2023,UKR.27_1,Explosions/Remote violence,Air/drone strike,14
UKR,Ukraine,2023,UKR.27_1,Explosions/Remote violence,Remote explosive/landmine/IED,4
UKR,Ukraine,2023,UKR.27_1,Explosions/Remote violence,Shelling/artillery/missile attack,3
UKR,Ukraine,2023,UKR.27_1,Protests,Peaceful protest,2
UKR,Ukraine,2023,UKR.2_1,Explosions/Remote violence,Air/drone strike,155
UKR,Ukraine,2023,UKR.2_1,Explosions/Remote violence,Remote explosive/landmine/IED,12
UKR,Ukraine,2023,UKR.2_1,Explosions/Remote violence,Shelling/artillery/missile attack,1420
UKR,Ukraine,2023,UKR.3_1,Explosions/Remote violence,Air/drone strike,1
UKR,Ukraine,2023,UKR.4_1,Battles,Armed clash,5
UKR,Ukraine,2023,UKR.4_1,Battles,Government regains territory,1
UKR,Ukraine,2023,UKR.4_1,Explosions/Remote violence,Air/drone strike,77
UKR,Ukraine,2023,UKR.4_1,Explosions/Remote violence,Remote explosive/landmine/IED,11
UKR,Ukraine,2023,UKR.4_1,Explosions/Remote violence,Shelling/artillery/missile attack,35
UKR,Ukraine,2023,UKR.4_1,Protests,Protest with intervention,2
UKR,Ukraine,2023,UKR.4_1,Violence against civilians,Attack,4
UKR,Ukraine,2023,UKR.5_1,Battles,Armed clash,4
UKR,Ukraine,2023,UKR.5_1,Explosions/Remote violence,Air/drone strike,192
UKR,Ukraine,2023,UKR.5_1,Explosions/Remote violence,Remote explosive/landmine/IED,5
UKR,Ukraine,2023,UKR.5_1,Explosions/Remote violence,Shelling/artillery/missile attack,583
UKR,Ukraine,2023,UKR.5_1,Protests,Peaceful protest,6
UKR,Ukraine,2023,UKR.5_1,Violence against civilians,Attack,1
UKR,Ukraine,2023,UKR.6_1,Battles,Armed clash,6890
UKR,Ukraine,2023,UKR.6_1,Battles,Government regains territory,11
UKR,Ukraine,2023,UKR.6_1,Battles,Non-state actor overtakes territory,36
UKR,Ukraine,2023,UKR.6_1,Explosions/Remote violence,Air/drone strike,1962
UKR,Ukraine,2023,UKR.6_1,Explosions/Remote violence,Remote explosive/landmine/IED,122
UKR,Ukraine,2023,UKR.6_1,Explosions/Remote violence,Shelling/artillery/missile attack,14323
UKR,Ukraine,2023,UKR.6_1,Violence against civilians,Abduction/forced disappearance,4
UKR,Ukraine,2023,UKR.6_1,Violence against civilians,Attack,5
UKR,Ukraine,2023,UKR.7_1,Explosions/Remote violence,Air/drone strike,3
UKR,Ukraine,2023,UKR.7_1,Explosions/Remote violence,Shelling/artillery/missile attack,2
UKR,Ukraine,2023,UKR.7_1,Protests,Peaceful protest,2
UKR,Ukraine,2023,UKR.8_1,Battles,Armed clash,815
UKR,Ukraine,2023,UKR.8_1,Battles,Non-state actor overtakes territory,8
UKR,Ukraine,2023,UKR.8_1,Explosions/Remote violence,Air/drone strike,791
UKR,Ukraine,2023,UKR.8_1,Explosions/Remote violence,Grenade,1
UKR,Ukraine,2023,UKR.8_1,Explosions/Remote violence,Remote explosive/landmine/IED,141
UKR,Ukraine,2023,UKR.8_1,Explosions/Remote violence,Shelling/artillery/missile attack,5413
UKR,Ukraine,2023,UKR.8_1,Protests,Peaceful protest,2
UKR,Ukraine,2023,UKR.8_1,Violence against civilians,Abduction/forced disappearance,1
UKR,Ukraine,2023,UKR.9_1,Battles,Armed clash,622
UKR,Ukraine,2023,UKR.9_1,Battles,Government regains territory,1
UKR,Ukraine,2023,UKR.9_1,Explosions/Remote violence,Air/drone strike,983
UKR,Ukraine,2023,UKR.9_1,Explosions/Remote violence,Remote explosive/landmine/IED,132
UKR,Ukraine,2023,UKR.9_1,Explosions/Remote violence,Shelling/artillery/missile attack,4068
UKR,Ukraine,2023,UKR.9_1,Violence against civilians,Abduction/forced disappearance,8
UKR,Ukraine,2023,UKR.9_1,Violence against civilians,Attack,16
UKR,Ukraine,2023,UKR.9_1,Violence against civilians,Sexual violence,1
UKR,Ukraine,2024,UKR.10_1,Battles,Armed clash,1
UKR,Ukraine,2024,UKR.10_1,Explosions/Remote violence,Air/drone strike,26
UKR,Ukraine,2024,UKR.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
UKR,Ukraine,2024,UKR.10_1,Explosions/Remote violence,Shelling/artillery/missile attack,5
UKR,Ukraine,2024,UKR.10_1,Protests,Peaceful protest,22
UKR,Ukraine,2024,UKR.10_1,Riots,Mob violence,1
UKR,Ukraine,2024,UKR.11_1,Explosions/Remote violence,Air/drone strike,114
UKR,Ukraine,2024,UKR.11_1,Explosions/Remote violence,Remote explosive/landmine/IED,3
UKR,Ukraine,2024,UKR.11_1,Explosions/Remote violence,Shelling/artillery/missile attack,9
UKR,Ukraine,2024,UKR.11_1,Protests,Peaceful protest,64
UKR,Ukraine,2024,UKR.11_1,Riots,Mob violence,2
UKR,Ukraine,2024,UKR.11_1,Violence against civilians,Attack,2
UKR,Ukraine,2024,UKR.12_1,Explosions/Remote violence,Air/drone strike,14
UKR,Ukraine,2024,UKR.12_1,Explosions/Remote violence,Grenade,1
UKR,Ukraine,2024,UKR.12_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
UKR,Ukraine,2024,UKR.12_1,Explosions/Remote violence,Shelling/artillery/missile attack,5
UKR,Ukraine,2024,UKR.12_1,Protests,Peaceful protest,1
UKR,Ukraine,2024,UKR.12_1,Violence against civilians,Attack,1
UKR,Ukraine,2024,UKR.13_1,Explosions/Remote violence,Air/drone strike,20
UKR,Ukraine,2024,UKR.13_1,Explosions/Remote violence,Shelling/artillery/missile attack,10
UKR,Ukraine,2024,UKR.13_1,Protests,Peaceful protest,17
UKR,Ukraine,2024,UKR.14_1,Battles,Armed clash,1
UKR,Ukraine,2024,UKR.14_1,Explosions/Remote violence,Air/drone strike,29
UKR,Ukraine,2024,UKR.14_1,Explosions/Remote violence,Grenade,2
UKR,Ukraine,2024,UKR.14_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
UKR,Ukraine,2024,UKR.14_1,Explosions/Remote violence,Shelling/artillery/missile attack,2
UKR,Ukraine,2024,UKR.14_1,Protests,Peaceful protest,11
UKR,Ukraine,2024,UKR.14_1,Violence against civilians,Attack,1
UKR,Ukraine,2024,UKR.15_1,Battles,Armed clash,1183
UKR,Ukraine,2024,UKR.15_1,Battles,Non-state actor overtakes territory,8
UKR,Ukraine,2024,UKR.15_1,Explosions/Remote violence,Air/drone strike,163
UKR,Ukraine,2024,UKR.15_1,Explosions/Remote violence,Remote explosive/landmine/IED,11
UKR,Ukraine,2024,UKR.15_1,Explosions/Remote violence,Shelling/artillery/missile attack,248
UKR,Ukraine,2024,UKR.15_1,Violence against civilians,Abduction/forced disappearance,4
UKR,Ukraine,2024,UKR.15_1,Violence against civilians,Attack,1
UKR,Ukraine,2024,UKR.16_1,Battles,Armed clash,2
UKR,Ukraine,2024,UKR.16_1,Explosions/Remote violence,Air/drone strike,163
UKR,Ukraine,2024,UKR.16_1,Explosions/Remote violence,Remote explosive/landmine/IED,16
UKR,Ukraine,2024,UKR.16_1,Explosions/Remote violence,Shelling/artillery/missile attack,339
UKR,Ukraine,2024,UKR.16_1,Protests,Peaceful protest,33
UKR,Ukraine,2024,UKR.17_1,Battles,Armed clash,3
UKR,Ukraine,2024,UKR.17_1,Explosions/Remote violence,Air/drone strike,95
UKR,Ukraine,2024,UKR.17_1,Explosions/Remote violence,Remote explosive/landmine/IED,4
UKR,Ukraine,2024,UKR.17_1,Explosions/Remote violence,Shelling/artillery/missile attack,64
UKR,Ukraine,2024,UKR.17_1,Protests,Peaceful protest,15
UKR,Ukraine,2024,UKR.18_1,Explosions/Remote violence,Air/drone strike,42
UKR,Ukraine,2024,UKR.18_1,Explosions/Remote violence,Shelling/artillery/missile attack,18
UKR,Ukraine,2024,UKR.18_1,Protests,Peaceful protest,21
UKR,Ukraine,2024,UKR.19_1,Explosions/Remote violence,Air/drone strike,8
UKR,Ukraine,2024,UKR.19_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
UKR,Ukraine,2024,UKR.19_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
UKR,Ukraine,2024,UKR.19_1,Protests,Peaceful protest,3
UKR,Ukraine,2024,UKR.1_1,Explosions/Remote violence,Air/drone strike,24
UKR,Ukraine,2024,UKR.1_1,Explosions/Remote violence,Grenade,1
UKR,Ukraine,2024,UKR.1_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
UKR,Ukraine,2024,UKR.1_1,Protests,Peaceful protest,17
UKR,Ukraine,2024,UKR.1_1,Riots,Violent demonstration,1
UKR,Ukraine,2024,UKR.20_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
UKR,Ukraine,2024,UKR.21_1,Battles,Armed clash,28
UKR,Ukraine,2024,UKR.21_1,Explosions/Remote violence,Air/drone strike,5133
UKR,Ukraine,2024,UKR.21_1,Explosions/Remote violence,Remote explosive/landmine/IED,4
UKR,Ukraine,2024,UKR.21_1,Explosions/Remote violence,Shelling/artillery/missile attack,4942
UKR,Ukraine,2024,UKR.21_1,Protests,Peaceful protest,15
UKR,Ukraine,2024,UKR.21_1,Violence against civilians,Attack,2
UKR,Ukraine,2024,UKR.22_1,Explosions/Remote violence,Air/drone strike,7
UKR,Ukraine,2024,UKR.22_1,Explosions/Remote violence,Shelling/artillery/missile attack,2
UKR,Ukraine,2024,UKR.22_1,Protests,Peaceful protest,11
UKR,Ukraine,2024,UKR.23_1,Explosions/Remote violence,Air/drone strike,1
UKR,Ukraine,2024,UKR.23_1,Protests,Peaceful protest,3
UKR,Ukraine,2024,UKR.24_1,Explosions/Remote violence,Air/drone strike,21
UKR,Ukraine,2024,UKR.24_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
UKR,Ukraine,2024,UKR.24_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
UKR,Ukraine,2024,UKR.24_1,Explosions/Remote violence,Suicide bomb,1
UKR,Ukraine,2024,UKR.24_1,Protests,Peaceful protest,9
UKR,Ukraine,2024,UKR.25_1,Battles,Armed clash,2
UKR,Ukraine,2024,UKR.25_1,Explosions/Remote violence,Air/drone strike,4
UKR,Ukraine,2024,UKR.25_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
UKR,Ukraine,2024,UKR.25_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
UKR,Ukraine,2024,UKR.25_1,Protests,Peaceful protest,7
UKR,Ukraine,2024,UKR.26_1,Battles,Armed clash,1053
UKR,Ukraine,2024,UKR.26_1,Battles,Non-state actor overtakes territory,3
UKR,Ukraine,2024,UKR.26_1,Explosions/Remote violence,Air/drone strike,1884
UKR,Ukraine,2024,UKR.26_1,Explosions/Remote violence,Remote explosive/landmine/IED,19
UKR,Ukraine,2024,UKR.26_1,Explosions/Remote violence,Shelling/artillery/missile attack,1471
UKR,Ukraine,2024,UKR.26_1,Protests,Peaceful protest,16
UKR,Ukraine,2024,UKR.26_1,Violence against civilians,Abduction/forced disappearance,5
UKR,Ukraine,2024,UKR.26_1,Violence against civilians,Attack,8
UKR,Ukraine,2024,UKR.27_1,Explosions/Remote violence,Air/drone strike,12
UKR,Ukraine,2024,UKR.27_1,Explosions/Remote violence,Grenade,1
UKR,Ukraine,2024,UKR.27_1,Explosions/Remote violence,Remote explosive/landmine/IED,3
