"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Cotton",1152,"Prepared Cotton",115203,"Textiles",11,570,2023
"Cotton",1152,"Cotton Sewing Thread",115204,"Textiles",11,4891,2023
"Cotton",1152,"Non-Retail Pure Cotton Yarn",115205,"Textiles",11,97663,2023
"Cotton",1152,"Non-Retail Mixed Cotton Yarn",115206,"Textiles",11,33049,2023
"Cotton",1152,"Retail Cotton Yarn",115207,"Textiles",11,17113,2023
"Cotton",1152,"Light Pure Woven Cotton",115208,"Textiles",11,171304,2023
"Cotton",1152,"Heavy Pure Woven Cotton",115209,"Textiles",11,96921,2023
"Cotton",1152,"Light Mixed Woven Cotton",115210,"Textiles",11,15374,2023
"Cotton",1152,"Heavy Mixed Woven Cotton",115211,"Textiles",11,30149,2023
"Cotton",1152,"Other Cotton Fabrics",115212,"Textiles",11,6533,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Flax Fibers",115301,"Textiles",11,482268,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Hemp Fibers",115302,"Textiles",11,308785,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute and Other Textile Fibers",115303,"Textiles",11,32,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Coconut and Other Vegetable Fibers",115305,"Textiles",11,2964,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute Yarn",115307,"Textiles",11,3245,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Other Vegetable Fibers Yarn",115308,"Textiles",11,14693.999999999998,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Flax Woven Fabric",115309,"Textiles",11,54002,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute Woven Fabric",115310,"Textiles",11,5396,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Other Vegetable Fibers Fabric",115311,"Textiles",11,1139,2023
"Man-made filaments",1154,"Artificial Filament Sewing Thread",115401,"Textiles",11,155020,2023
"Man-made filaments",1154,"Non-Retail Synthetic Filament Yarn",115402,"Textiles",11,879321,2023
"Man-made filaments",1154,"Non-Retail Artificial Filament Yarn",115403,"Textiles",11,87865,2023
"Man-made filaments",1154,"Synthetic Monofilament",115404,"Textiles",11,236094,2023
"Man-made filaments",1154,"Artificial Monofilament",115405,"Textiles",11,856,2023
"Man-made filaments",1154,"Retail Artificial Filament Yarn",115406,"Textiles",11,92731,2023
"Man-made filaments",1154,"Synthetic Filament Yarn Woven Fabric",115407,"Textiles",11,1111744,2023
"Man-made filaments",1154,"Artificial Filament Yarn Woven Fabric",115408,"Textiles",11,111384,2023
"Man-made staple fibres",1155,"Synthetic Filament Tow",115501,"Textiles",11,489,2023
"Man-made staple fibres",1155,"Artificial Filament Tow",115502,"Textiles",11,766850,2023
"Man-made staple fibres",1155,"Unprocessed Synthetic Staple Fibers",115503,"Textiles",11,2447255,2023
"Man-made staple fibres",1155,"Unprocessed Artificial Staple Fibers",115504,"Textiles",11,34472,2023
"Man-made staple fibres",1155,"Artificial Fibers Waste",115505,"Textiles",11,16928.000000000004,2023
"Man-made staple fibres",1155,"Processed Synthetic Staple Fibers",115506,"Textiles",11,30680,2023
"Man-made staple fibres",1155,"Non-Retail Artificial Staple Fibers Sewing Thread",115508,"Textiles",11,12267,2023
"Man-made staple fibres",1155,"Non-Retail Synthetic Staple Fibers Yarn",115509,"Textiles",11,22774.999999999996,2023
"Man-made staple fibres",1155,"Non-Retail Artificial Staple Fibers Yarn",115510,"Textiles",11,587,2023
"Man-made staple fibres",1155,"Retail Artificial Staple Fibers Yarn",115511,"Textiles",11,4575,2023
"Man-made staple fibres",1155,"Synthetic Fabrics",115512,"Textiles",11,60288,2023
"Man-made staple fibres",1155,"Light Synthetic Cotton Fabrics",115513,"Textiles",11,86265,2023
"Man-made staple fibres",1155,"Heavy Synthetic Cotton Fabrics",115514,"Textiles",11,72976,2023
"Man-made staple fibres",1155,"Other Synthetic Fabrics",115515,"Textiles",11,114642,2023
"Man-made staple fibres",1155,"Woven Fabric of Synthetic Staple Fibers",115516,"Textiles",11,770223,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Wadding",115601,"Textiles",11,46939359,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Felt",115602,"Textiles",11,33904,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Non-woven Textiles",115603,"Textiles",11,10713086,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Rubber Textiles",115604,"Textiles",11,48704,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Metallic Yarn",115605,"Textiles",11,422,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Gimp Yarn",115606,"Textiles",11,1169312,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Twine and Rope",115607,"Textiles",11,830942,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",115608,"Textiles",11,1159580,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Other Articles of Twine and Rope",115609,"Textiles",11,57188,2023
"Carpets & textile floor covers",1157,"Knotted Carpets",115701,"Textiles",11,22533,2023
"Carpets & textile floor covers",1157,"Hand-Woven Rugs",115702,"Textiles",11,16265401,2023
"Carpets & textile floor covers",1157,"Tufted Carpets",115703,"Textiles",11,273030,2023
"Carpets & textile floor covers",1157,"Felt Carpets",115704,"Textiles",11,36775,2023
"Carpets & textile floor covers",1157,"Other Carpets",115705,"Textiles",11,23922,2023
"Special woven fabrics and tapestries",1158,"Woven Fabrics",115801,"Textiles",11,479862,2023
"Special woven fabrics and tapestries",1158,"Terry Fabric",115802,"Textiles",11,14866.000000000002,2023
"Special woven fabrics and tapestries",1158,"Gauze",115803,"Textiles",11,495.00000000000006,2023
"Special woven fabrics and tapestries",1158,"Tulles and Net Fabric",115804,"Textiles",11,363298,2023
"Special woven fabrics and tapestries",1158,"Hand-Woven Tapestries",115805,"Textiles",11,9209,2023
"Special woven fabrics and tapestries",1158,"Narrow Woven Fabric",115806,"Textiles",11,533751,2023
"Special woven fabrics and tapestries",1158,"Labels",115807,"Textiles",11,693864,2023
"Special woven fabrics and tapestries",1158,"Ornamental Trimmings",115808,"Textiles",11,1245298,2023
"Special woven fabrics and tapestries",1158,"Metallic Fabric",115809,"Textiles",11,276,2023
"Special woven fabrics and tapestries",1158,"Embroidery",115810,"Textiles",11,168542,2023
"Special woven fabrics and tapestries",1158,"Quilted Textiles",115811,"Textiles",11,28844,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Gum Coated Textile Fabric",115901,"Textiles",11,438280,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Polyamide Fabric",115902,"Textiles",11,259,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Plastic Coated Textile Fabric",115903,"Textiles",11,2594600,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Linoleum",115904,"Textiles",11,2137000,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Textile Wall Coverings",115905,"Textiles",11,8736,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Rubber Textile Fabric",115906,"Textiles",11,296215,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Coated Textile Fabric",115907,"Textiles",11,7145,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Textile Wicks",115908,"Textiles",11,5691,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Hose Piping Textiles",115909,"Textiles",11,93765,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Conveyor Belt Textiles",115910,"Textiles",11,66371,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Textiles for technical uses",115911,"Textiles",11,521097,2023
"Knitted fabrics",1160,"Pile Fabric",116001,"Textiles",11,638540,2023
"Knitted fabrics",1160,"Light Rubberized Knitted Fabric",116002,"Textiles",11,2273,2023
"Knitted fabrics",1160,"Knitted or crocheted fabrics of a width not exceeding 30 cm",116003,"Textiles",11,488876,2023
"Knitted fabrics",1160,"Knitted or crocheted fabrics of a width exceeding 30 cm",116004,"Textiles",11,291444,2023
"Knitted fabrics",1160,"Warp knit fabrics (including those made on galloon knitting machines)",116005,"Textiles",11,822712,2023
"Knitted fabrics",1160,"Other knitted or crocheted fabrics.",116006,"Textiles",11,10230839,2023
"Knitted clothing accesories",1161,"Knit Men's Coats",116101,"Textiles",11,1513271,2023
"Knitted clothing accesories",1161,"Knit Women's Coats",116102,"Textiles",11,1788216,2023
"Knitted clothing accesories",1161,"Knit Men's Suits",116103,"Textiles",11,4922652,2023
"Knitted clothing accesories",1161,"Knit Women's Suits",116104,"Textiles",11,15054885,2023
"Knitted clothing accesories",1161,"Knit Men's Shirts",116105,"Textiles",11,360417,2023
"Knitted clothing accesories",1161,"Knit Women's Shirts",116106,"Textiles",11,2047416,2023
"Knitted clothing accesories",1161,"Knit Men's Undergarments",116107,"Textiles",11,1723871,2023
"Knitted clothing accesories",1161,"Knit Women's Undergarments",116108,"Textiles",11,7315600,2023
"Knitted clothing accesories",1161,"Knit T-shirts",116109,"Textiles",11,8325586,2023
"Knitted clothing accesories",1161,"Knit Sweaters",116110,"Textiles",11,5009050,2023
"Knitted clothing accesories",1161,"Knit Babies' Garments",116111,"Textiles",11,10128864,2023
"Knitted clothing accesories",1161,"Knit Active Wear",116112,"Textiles",11,4726186,2023
"Knitted clothing accesories",1161,"Garments of Impregnated Fabric",116113,"Textiles",11,196503,2023
"Knitted clothing accesories",1161,"Other Knit Garments",116114,"Textiles",11,2008766,2023
"Knitted clothing accesories",1161,"Knit Socks and Hosiery",116115,"Textiles",11,14475331,2023
"Knitted clothing accesories",1161,"Knit Gloves",116116,"Textiles",11,3395630,2023
"Knitted clothing accesories",1161,"Other Knit Clothing Accessories",116117,"Textiles",11,830371,2023
"Non-knitted clothing accesories",1162,"Non-Knit Men's Coats",116201,"Textiles",11,17648600,2023
"Non-knitted clothing accesories",1162,"Non-Knit Women's Coats",116202,"Textiles",11,5004162,2023
"Non-knitted clothing accesories",1162,"Non-Knit Men's Suits",116203,"Textiles",11,41415820,2023
"Non-knitted clothing accesories",1162,"Non-Knit Women's Suits",116204,"Textiles",11,40400697,2023
"Non-knitted clothing accesories",1162,"Non-Knit Men's Shirts",116205,"Textiles",11,2473407,2023
"Non-knitted clothing accesories",1162,"Non-Knit Women's Shirts",116206,"Textiles",11,2497298,2023
"Non-knitted clothing accesories",1162,"Non-Knit Men's Undergarments",116207,"Textiles",11,576004,2023
"Non-knitted clothing accesories",1162,"Non-Knit Women's Undergarments",116208,"Textiles",11,875408,2023
"Non-knitted clothing accesories",1162,"Non-Knit Babies' Garments",116209,"Textiles",11,350103,2023
"Non-knitted clothing accesories",1162,"Felt or Coated Fabric Garments",116210,"Textiles",11,7448079,2023
"Non-knitted clothing accesories",1162,"Non-Knit Active Wear",116211,"Textiles",11,26564391,2023
"Non-knitted clothing accesories",1162,"Other Women's Undergarments",116212,"Textiles",11,8750063,2023
"Non-knitted clothing accesories",1162,"Handkerchiefs",116213,"Textiles",11,14773,2023
"Non-knitted clothing accesories",1162,"Scarves",116214,"Textiles",11,532321,2023
"Non-knitted clothing accesories",1162,"Neck Ties",116215,"Textiles",11,49624,2023
"Non-knitted clothing accesories",1162,"Non-Knit Gloves",116216,"Textiles",11,3449192,2023
"Non-knitted clothing accesories",1162,"Other Non-Knit Clothing Accessories",116217,"Textiles",11,877640,2023
"Used clothes & textile articles",1163,"Blankets",116301,"Textiles",11,4251127,2023
"Used clothes & textile articles",1163,"House Linens",116302,"Textiles",11,3822238,2023
"Used clothes & textile articles",1163,"Window Dressings",116303,"Textiles",11,3104312,2023
"Used clothes & textile articles",1163,"Bedspreads",116304,"Textiles",11,34348195,2023
"Used clothes & textile articles",1163,"Packing Bags",116305,"Textiles",11,18976758,2023
"Used clothes & textile articles",1163,"Awnings, Tents, and Sails",116306,"Textiles",11,2120248,2023
"Used clothes & textile articles",1163,"Other Cloth Articles",116307,"Textiles",11,26011066,2023
"Used clothes & textile articles",1163,"Packaged Sewing Sets",116308,"Textiles",11,281322,2023
"Used clothes & textile articles",1163,"Used Clothing",116309,"Textiles",11,6078345,2023
"Used clothes & textile articles",1163,"Textile Scraps",116310,"Textiles",11,1738686.0000000002,2023
"Footwear",1264,"Waterproof Footwear",126401,"Footwear and Headwear",12,1689509,2023
"Footwear",1264,"Rubber Footwear",126402,"Footwear and Headwear",12,8547493,2023
"Footwear",1264,"Leather Footwear",126403,"Footwear and Headwear",12,16036772,2023
"Footwear",1264,"Textile Footwear",126404,"Footwear and Headwear",12,7807563,2023
"Footwear",1264,"Other Footwear",126405,"Footwear and Headwear",12,882808,2023
"Footwear",1264,"Footwear Parts",126406,"Footwear and Headwear",12,28077806,2023
"Headgear",1265,"Hat Forms",126501,"Footwear and Headwear",12,2483241,2023
"Headgear",1265,"Hat Shapes",126502,"Footwear and Headwear",12,62,2023
"Headgear",1265,"Hats",126504,"Footwear and Headwear",12,484900,2023
"Headgear",1265,"Knitted Hats",126505,"Footwear and Headwear",12,6560391,2023
"Headgear",1265,"Other Headwear",126506,"Footwear and Headwear",12,417927,2023
"Headgear",1265,"Headbands and Linings",126507,"Footwear and Headwear",12,80015,2023
"Umbrellas, walking sticks, & whips",1266,"Umbrellas",126601,"Footwear and Headwear",12,3872121,2023
"Umbrellas, walking sticks, & whips",1266,"Walking Sticks",126602,"Footwear and Headwear",12,85460,2023
"Umbrellas, walking sticks, & whips",1266,"Umbrella and Walking Stick Accessories",126603,"Footwear and Headwear",12,1168919,2023
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Bird Skins and Feathers",126701,"Footwear and Headwear",12,1186,2023
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Artificial Vegetation",126702,"Footwear and Headwear",12,325500,2023
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Processed Hair",126703,"Footwear and Headwear",12,3467128.0000000005,2023
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Fake Hair",126704,"Footwear and Headwear",12,995456,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Curbstones",136801,"Stone And Glass",13,5574099,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Building Stone",136802,"Stone And Glass",13,13751348,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Worked Slate",136803,"Stone And Glass",13,6663,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Milling Stones",136804,"Stone And Glass",13,16962995,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Abrasive Powder",136805,"Stone And Glass",13,11400444,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Rock Wool",136806,"Stone And Glass",13,29367170,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Asphalt",136807,"Stone And Glass",13,175075,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Vegetable Fiber",136808,"Stone And Glass",13,101964,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Plaster Articles",136809,"Stone And Glass",13,1641314,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Cement Articles",136810,"Stone And Glass",13,11369961,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Asbestos Cement Articles",136811,"Stone And Glass",13,3190979,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Asbestos Fibres",136812,"Stone And Glass",13,69338,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Friction Material",136813,"Stone And Glass",13,329268,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Processed Mica",136814,"Stone And Glass",13,55735,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Other Stone Articles",136815,"Stone And Glass",13,4851069,2023
"Ceramic products",1369,"Bricks",136901,"Stone And Glass",13,4272,2023
"Ceramic products",1369,"Refractory Bricks",136902,"Stone And Glass",13,2102000,2023
"Ceramic products",1369,"Refractory Ceramics",136903,"Stone And Glass",13,375259,2023
"Ceramic products",1369,"Ceramic Bricks",136904,"Stone And Glass",13,1284837,2023
"Ceramic products",1369,"Roofing Tiles",136905,"Stone And Glass",13,100,2023
"Ceramic products",1369,"Ceramic Pipes",136906,"Stone And Glass",13,20030,2023
"Ceramic products",1369,"Unglazed Ceramics",136907,"Stone And Glass",13,24860689,2023
"Ceramic products",1369,"Laboratory Ceramic Ware",136909,"Stone And Glass",13,876888,2023
"Ceramic products",1369,"Bathroom Ceramics",136910,"Stone And Glass",13,24136722,2023
"Ceramic products",1369,"Porcelain Tableware",136911,"Stone And Glass",13,83828,2023
"Ceramic products",1369,"Ceramic Tableware",136912,"Stone And Glass",13,944876,2023
"Ceramic products",1369,"Ornamental Ceramics",136913,"Stone And Glass",13,1157349,2023
"Ceramic products",1369,"Other Ceramic Articles",136914,"Stone And Glass",13,445105,2023
"Glass & glassware",1370,"Glass Scraps",137001,"Stone And Glass",13,1994768,2023
"Glass & glassware",1370,"Glass Balls",137002,"Stone And Glass",13,41882,2023
"Glass & glassware",1370,"Cast or Rolled Glass",137003,"Stone And Glass",13,172642,2023
"Glass & glassware",1370,"Blown Glass",137004,"Stone And Glass",13,40417,2023
"Glass & glassware",1370,"Float Glass",137005,"Stone And Glass",13,391486,2023
"Glass & glassware",1370,"Glass with Edge Workings",137006,"Stone And Glass",13,381420,2023
"Glass & glassware",1370,"Safety Glass",137007,"Stone And Glass",13,3718381,2023
"Glass & glassware",1370,"Insulating Glass",137008,"Stone And Glass",13,747453,2023
"Glass & glassware",1370,"Glass Mirrors",137009,"Stone And Glass",13,2291019,2023
"Glass & glassware",1370,"Glass Bottles",137010,"Stone And Glass",13,126067548,2023
"Glass & glassware",1370,"Glass Bulbs",137011,"Stone And Glass",13,2369,2023
"Glass & glassware",1370,"Interior Decorative Glassware",137013,"Stone And Glass",13,9118110,2023
"Glass & glassware",1370,"Signaling Glassware",137014,"Stone And Glass",13,51459.00000000001,2023
"Glass & glassware",1370,"Eyewear and Clock Glass",137015,"Stone And Glass",13,10180.999999999998,2023
"Glass & glassware",1370,"Glass Bricks",137016,"Stone And Glass",13,338495,2023
"Glass & glassware",1370,"Laboratory Glassware",137017,"Stone And Glass",13,236198,2023
"Glass & glassware",1370,"Glass Beads",137018,"Stone And Glass",13,473394,2023
"Glass & glassware",1370,"Glass Fibers",137019,"Stone And Glass",13,3088366,2023
"Glass & glassware",1370,"Other Glass Articles",137020,"Stone And Glass",13,527511,2023
"Precious stones, metals, & pearls",1471,"Pearls",147101,"Precious Metals",14,670,2023
"Precious stones, metals, & pearls",1471,"Diamonds",147102,"Precious Metals",14,334982,2023
"Precious stones, metals, & pearls",1471,"Precious Stones",147103,"Precious Metals",14,38122,2023
"Precious stones, metals, & pearls",1471,"Synthetic Reconstructed Jewellery Stones",147104,"Precious Metals",14,6570104,2023
"Precious stones, metals, & pearls",1471,"Precious Stone Dust",147105,"Precious Metals",14,223837,2023
"Precious stones, metals, & pearls",1471,"Silver",147106,"Precious Metals",14,1412,2023
"Precious stones, metals, & pearls",1471,"Silver Clad Metals",147107,"Precious Metals",14,1802,2023
"Precious stones, metals, & pearls",1471,"Gold",147108,"Precious Metals",14,3007137,2023
"Precious stones, metals, & pearls",1471,"Gold Clad Metals",147109,"Precious Metals",14,494,2023
"Precious stones, metals, & pearls",1471,"Platinum",147110,"Precious Metals",14,61,2023
"Precious stones, metals, & pearls",1471,"Platinum Clad Metals",147111,"Precious Metals",14,692.0000000000001,2023
"Precious stones, metals, & pearls",1471,"Precious Metal Scraps",147112,"Precious Metals",14,7681014.000000001,2023
"Precious stones, metals, & pearls",1471,"Jewellery",147113,"Precious Metals",14,2261576,2023
"Precious stones, metals, & pearls",1471,"Metal-Clad Products",147114,"Precious Metals",14,179154,2023
"Precious stones, metals, & pearls",1471,"Other Precious Metal Products",147115,"Precious Metals",14,470708,2023
"Precious stones, metals, & pearls",1471,"Pearl Products",147116,"Precious Metals",14,146678,2023
"Precious stones, metals, & pearls",1471,"Imitation Jewellery",147117,"Precious Metals",14,890886,2023
"Precious stones, metals, & pearls",1471,"Coin",147118,"Precious Metals",14,101859,2023
"Iron & steel",1572,"Pig Iron",157201,"Metals",15,482246336,2023
"Iron & steel",1572,"Ferroalloys",157202,"Metals",15,360270551,2023
"Iron & steel",1572,"Iron Reductions",157203,"Metals",15,960563.9999999999,2023
"Iron & steel",1572,"Scrap Iron",157204,"Metals",15,54811781,2023
"Iron & steel",1572,"Iron Powder",157205,"Metals",15,9033618,2023
"Iron & steel",1572,"Iron Ingots",157206,"Metals",15,171018,2023
"Iron & steel",1572,"Semi-Finished Iron",157207,"Metals",15,625447252,2023
"Iron & steel",1572,"Hot-Rolled Iron",157208,"Metals",15,599151838,2023
"Iron & steel",1572,"Cold-Rolled Iron",157209,"Metals",15,136320744,2023
"Iron & steel",1572,"Coated Flat-Rolled Iron",157210,"Metals",15,64801560,2023
"Iron & steel",1572,"Large Flat-Rolled Iron",157211,"Metals",15,779315,2023
"Iron & steel",1572,"Large Coated Flat-Rolled Iron",157212,"Metals",15,157767,2023
"Iron & steel",1572,"Hot-Rolled Iron Bars",157213,"Metals",15,158889541,2023
"Iron & steel",1572,"Raw Iron Bars",157214,"Metals",15,71139128,2023
"Iron & steel",1572,"Other Iron Bars",157215,"Metals",15,4352666,2023
"Iron & steel",1572,"Iron Blocks",157216,"Metals",15,13828181,2023
"Iron & steel",1572,"Iron Wire",157217,"Metals",15,112874660,2023
"Iron & steel",1572,"Stainless Steel Ingots",157218,"Metals",15,3881949,2023
"Iron & steel",1572,"Large Flat-Rolled Stainless Steel",157219,"Metals",15,303233,2023
"Iron & steel",1572,"Flat-Rolled Stainless Steel",157220,"Metals",15,31767,2023
"Iron & steel",1572,"Hot-Rolled Stainless Steel Bars",157221,"Metals",15,3246.9999999999995,2023
"Iron & steel",1572,"Other Stainless Steel Bars",157222,"Metals",15,25293564,2023
"Iron & steel",1572,"Stainless Steel Wire",157223,"Metals",15,87121,2023
"Iron & steel",1572,"Steel Ingots",157224,"Metals",15,31149007,2023
"Iron & steel",1572,"Flat Flat-Rolled Steel",157225,"Metals",15,3233945,2023
"Iron & steel",1572,"Flat-Rolled Iron",157226,"Metals",15,249447,2023
"Iron & steel",1572,"Steel Bars",157227,"Metals",15,21047442,2023
"Iron & steel",1572,"Other Steel Bars",157228,"Metals",15,27080015,2023
"Iron & steel",1572,"Steel Wire",157229,"Metals",15,4707286,2023
"Iron/Steel Articles",1573,"Iron Sheet Piling",157301,"Metals",15,49897,2023
"Iron/Steel Articles",1573,"Iron Railway Products",157302,"Metals",15,2609903,2023
"Iron/Steel Articles",1573,"Cast Iron Pipes",157303,"Metals",15,477723,2023
"Iron/Steel Articles",1573,"Iron Pipes",157304,"Metals",15,568562981,2023
"Iron/Steel Articles",1573,"Other Large Iron Pipes",157305,"Metals",15,1606878,2023
"Iron/Steel Articles",1573,"Other Small Iron Pipes",157306,"Metals",15,64214467,2023
"Iron/Steel Articles",1573,"Iron Pipe Fittings",157307,"Metals",15,4520407,2023
"Iron/Steel Articles",1573,"Iron Structures",157308,"Metals",15,80893246,2023
"Iron/Steel Articles",1573,"Large Iron Containers",157309,"Metals",15,11863532,2023
"Iron/Steel Articles",1573,"Small Iron Containers",157310,"Metals",15,4673534,2023
"Iron/Steel Articles",1573,"Iron Gas Containers",157311,"Metals",15,464834,2023
"Iron/Steel Articles",1573,"Stranded Iron Wire",157312,"Metals",15,17335924,2023
"Iron/Steel Articles",1573,"Barbed Wire",157313,"Metals",15,119636,2023
"Iron/Steel Articles",1573,"Iron Cloth",157314,"Metals",15,12662681,2023
"Iron/Steel Articles",1573,"Iron Chains",157315,"Metals",15,1881332,2023
"Iron/Steel Articles",1573,"Iron Anchors",157316,"Metals",15,75988,2023
"Iron/Steel Articles",1573,"Iron Nails",157317,"Metals",15,7052078,2023
"Iron/Steel Articles",1573,"Iron Fasteners",157318,"Metals",15,5922619,2023
"Iron/Steel Articles",1573,"Iron Sewing Needles",157319,"Metals",15,24207,2023
"Iron/Steel Articles",1573,"Iron Springs",157320,"Metals",15,1582715,2023
"Iron/Steel Articles",1573,"Iron Stovetops",157321,"Metals",15,9611072,2023
"Iron/Steel Articles",1573,"Iron Radiators",157322,"Metals",15,9584732,2023
"Iron/Steel Articles",1573,"Iron Housewares",157323,"Metals",15,25175240,2023
"Iron/Steel Articles",1573,"Iron Toiletry",157324,"Metals",15,1169275,2023
"Iron/Steel Articles",1573,"Other Cast Iron Products",157325,"Metals",15,21362508,2023
"Iron/Steel Articles",1573,"Other Iron Products",157326,"Metals",15,92331315,2023
"Copper articles",1574,"Refined Copper",157403,"Metals",15,1105679,2023
"Copper articles",1574,"Scrap Copper",157404,"Metals",15,1510986,2023
"Copper articles",1574,"Copper Alloys",157405,"Metals",15,191,2023
"Copper articles",1574,"Copper Powder",157406,"Metals",15,8340,2023
"Copper articles",1574,"Copper Bars",157407,"Metals",15,58353269,2023
"Copper articles",1574,"Copper Wire",157408,"Metals",15,2818573,2023
"Copper articles",1574,"Copper Plating",157409,"Metals",15,421975,2023
"Copper articles",1574,"Copper Foil",157410,"Metals",15,2344,2023
"Copper articles",1574,"Copper Pipes",157411,"Metals",15,186120,2023
"Copper articles",1574,"Copper Pipe Fittings",157412,"Metals",15,1171757,2023
"Copper articles",1574,"Stranded Copper Wire",157413,"Metals",15,8795831,2023
"Copper articles",1574,"Copper Fasteners",157415,"Metals",15,191687,2023
"Copper articles",1574,"Copper Housewares",157418,"Metals",15,16093,2023
"Copper articles",1574,"Other Copper Products",157419,"Metals",15,680459,2023
"Nickel articles",1575,"Raw Nickel",157502,"Metals",15,303,2023
"Nickel articles",1575,"Scrap Nickel",157503,"Metals",15,117667.99999999999,2023
"Nickel articles",1575,"Nickel Bars",157505,"Metals",15,295434.00000000006,2023
"Nickel articles",1575,"Nickel Sheets",157506,"Metals",15,1687,2023
"Nickel articles",1575,"Nickel Pipes",157507,"Metals",15,440718,2023
"Nickel articles",1575,"Other Nickel Products",157508,"Metals",15,319815,2023
"Aluminum articles",1576,"Raw Aluminium",157601,"Metals",15,59514422,2023
"Aluminum articles",1576,"Scrap Aluminium",157602,"Metals",15,766095,2023
"Aluminum articles",1576,"Aluminium Powder",157603,"Metals",15,72786,2023
"Aluminum articles",1576,"Aluminium Bars",157604,"Metals",15,19376498,2023
"Aluminum articles",1576,"Aluminium Wire",157605,"Metals",15,94394,2023
"Aluminum articles",1576,"Aluminium Plating",157606,"Metals",15,316664,2023
"Aluminum articles",1576,"Aluminium Foil",157607,"Metals",15,2868823,2023
"Aluminum articles",1576,"Aluminium Pipes",157608,"Metals",15,467313,2023
"Aluminum articles",1576,"Aluminium Pipe Fittings",157609,"Metals",15,303035,2023
"Aluminum articles",1576,"Aluminium Structures",157610,"Metals",15,5614112,2023
"Aluminum articles",1576,"Large Aluminium Containers",157611,"Metals",15,1274214,2023
"Aluminum articles",1576,"Aluminium Cans",157612,"Metals",15,5411165,2023
"Aluminum articles",1576,"Aluminium Gas Containers",157613,"Metals",15,48059,2023
"Aluminum articles",1576,"Stranded Aluminium Wire",157614,"Metals",15,69624,2023
"Aluminum articles",1576,"Aluminium Housewares",157615,"Metals",15,1095873,2023
"Aluminum articles",1576,"Other Aluminium Products",157616,"Metals",15,4454050,2023
"Lead articles",1578,"Raw Lead",157801,"Metals",15,15056012,2023
"Lead articles",1578,"Lead Sheets",157804,"Metals",15,3808,2023
"Lead articles",1578,"Other Lead Products",157806,"Metals",15,36513,2023
"Zinc articles",1579,"Zinc Powder",157903,"Metals",15,11.000000000000002,2023
"Zinc articles",1579,"Zinc Bars",157904,"Metals",15,307575,2023
"Zinc articles",1579,"Other Zinc Products",157907,"Metals",15,133950,2023
